dismantlingMats-int[][],gearAttribute-int[][],gearAvatar-int,gearDurabilityMax-int,gearQuality-int,gearType-int,gender-string,givenSkillId-int[],id-int,itemId-int,weaponSubtype-int
"762,1,80","54,1,107,110;55,1,107,110;56,1,107,110",344,999,1,4,unisex,,1012,542,0
"753,1,80","38,1,113,115",345,,1,8,unisex,22,1013,543,8
"753,1,80","43,1,77,78",346,,1,8,unisex,21,1014,544,7
"753,1,80","46,1,77,78",347,,1,8,unisex,30,1015,545,9
"753,1,80","44,1,2387,2460;47,1,597,615;49,1,110,113;50,1,110,113",348,,1,1,unisex,,1016,546,0
"753,1,80","44,1,2855,2942;47,1,714,736;49,1,84,86;50,1,84,86",349,,1,2,unisex,,1017,547,0
"753,1,80","44,1,2270,2339;47,1,567,584;49,1,115,118;50,1,115,118",350,,1,3,unisex,,1018,548,0
"753,1,80","44,1,1802,1857;47,1,450,464;49,1,84,86;50,1,84,86;43,1,9,9;46,1,9,9",351,,1,5,unisex,,1019,549,0
"753,1,80","44,1,2387,2460;47,1,597,615;49,1,115,118;50,1,115,118;8,1,36,40",352,,1,4,unisex,,1020,550,0
"745,1,80","13,1,607,623;16,1,30,31;51,1,20,25;19,1,59,89",353,,1,8,unisex,"17,18,19",1021,551,1
"745,1,80","13,1,607,623;16,1,30,31",354,,1,8,unisex,"202,203,204",1022,552,2
"745,1,80","13,1,607,623;16,1,30,31",355,,1,8,unisex,"205,344,345",1023,553,3
"745,1,80","15,1,138,141;11,1,492,506",356,,1,1,unisex,,1024,554,0
"745,1,80","15,1,165,169;11,1,378,388",357,,1,2,unisex,,1025,555,0
"745,1,80","15,1,131,134;11,1,514,528",358,,1,3,unisex,,1026,556,0
"745,1,80","15,1,104,106;11,1,378,388;13,1,67,69",359,,1,5,unisex,,1027,557,0
"745,1,80","15,1,138,141;11,1,514,528;7,1,60,68",360,,1,4,unisex,,1028,558,0
"763,1,80","51,1,608,624",361,999,1,8,unisex,323,1029,559,4
"763,1,80","22,1,608,624",362,999,1,8,unisex,26,1030,560,5
"763,1,80","29,1,608,624",363,999,1,8,unisex,25,1031,561,6
"763,1,80","54,1,124,127;55,1,124,127;56,1,124,127",364,999,1,1,unisex,,1032,562,0
"763,1,80","54,1,148,152;55,1,148,152;56,1,148,152",365,999,1,2,unisex,,1033,563,0
"763,1,80","54,1,118,121;55,1,118,121;56,1,118,121",366,999,1,3,unisex,,1034,564,0
"763,1,80","54,1,94,96;55,1,94,96;56,1,94,96;51,1,68,69;22,1,68,69;29,1,68,69",367,999,1,5,unisex,,1035,565,0
"763,1,80","54,1,124,127;55,1,124,127;56,1,124,127",368,999,1,4,unisex,,1036,566,0
"754,1,80","38,1,128,130",369,,1,8,unisex,22,1037,567,8
"754,1,80","43,1,85,86",370,,1,8,unisex,21,1038,568,7
"754,1,80","46,1,85,86",371,,1,8,unisex,30,1039,569,9
"754,1,80","44,1,2754,2827;47,1,689,707;49,1,127,130;50,1,127,130",372,,1,1,unisex,,1040,570,0
"754,1,80","44,1,3294,3381;47,1,824,845;49,1,97,99;50,1,97,99",373,,1,2,unisex,,1041,571,0
"754,1,80","44,1,2619,2688;47,1,655,672;49,1,133,136;50,1,133,136",374,,1,3,unisex,,1042,572,0
"754,1,80","44,1,2079,2134;47,1,520,533;49,1,97,99;50,1,97,99;43,1,9,9;46,1,9,9",375,,1,5,unisex,,1043,573,0
"754,1,80","44,1,2754,2827;47,1,689,707;49,1,133,136;50,1,133,136;8,1,41,45",376,,1,4,unisex,,1044,574,0
"746,1,80","13,1,688,704;16,1,35,36;51,1,20,25;19,1,60,90",377,,1,8,unisex,"17,18,19",1045,575,1
"746,1,80","13,1,688,704;16,1,35,36",378,,1,8,unisex,"202,203,204",1046,576,2
"746,1,80","13,1,688,704;16,1,35,36",379,,1,8,unisex,"205,344,345",1047,577,3
"746,1,80","15,1,156,159;11,1,558,572",380,,1,1,unisex,,1048,578,0
"746,1,80","15,1,187,191;11,1,429,439",381,,1,2,unisex,,1049,579,0
"746,1,80","15,1,148,151;11,1,583,597",382,,1,3,unisex,,1050,580,0
"746,1,80","15,1,118,120;11,1,429,439;13,1,76,78",383,,1,5,unisex,,1051,581,0
"746,1,80","15,1,156,159;11,1,583,597;7,1,65,69",384,,1,4,unisex,,1052,582,0
"764,1,80","51,1,689,705",385,999,1,8,unisex,323,1053,583,4
"764,1,80","22,1,689,705",386,999,1,8,unisex,26,1054,584,5
"764,1,80","29,1,689,705",387,999,1,8,unisex,25,1055,585,6
"764,1,80","54,1,140,143;55,1,140,143;56,1,140,143",388,999,1,1,unisex,,1056,586,0
"764,1,80","54,1,168,172;55,1,168,172;56,1,168,172",389,999,1,2,unisex,,1057,587,0
"764,1,80","54,1,134,137;55,1,134,137;56,1,134,137",390,999,1,3,unisex,,1058,588,0
"764,1,80","54,1,106,108;55,1,106,108;56,1,106,108;51,1,77,78;22,1,77,78;29,1,77,78",391,999,1,5,unisex,,1059,589,0
"764,1,80","54,1,140,143;55,1,140,143;56,1,140,143",392,999,1,4,unisex,,1060,590,0
"755,1,80","38,1,143,145",393,,1,8,unisex,22,1061,591,8
"755,1,80","43,1,94,95",394,,1,8,unisex,21,1062,592,7
"755,1,80","46,1,94,95",395,,1,8,unisex,30,1063,593,9
"755,1,80","44,1,3121,3194;47,1,780,798;49,1,144,147;50,1,144,147",396,,1,1,unisex,,1064,594,0
"755,1,80","44,1,3733,3820;47,1,933,955;49,1,110,112;50,1,110,112",397,,1,2,unisex,,1065,595,0
"755,1,80","44,1,2968,3037;47,1,742,759;49,1,150,153;50,1,150,153",398,,1,3,unisex,,1066,596,0
"755,1,80","44,1,2356,2411;47,1,589,602;49,1,110,112;50,1,110,112;43,1,10,10;46,1,10,10",399,,1,5,unisex,,1067,597,0
"755,1,80","44,1,3121,3194;47,1,780,798;49,1,150,153;50,1,150,153;8,1,46,50",400,,1,4,unisex,,1068,598,0
"744,1,80","13,1,542,558;16,1,26,27;51,1,20,25;19,1,57,87",329,,2,8,unisex,,1069,527,1
"744,1,80","13,1,542,558;16,1,26,27",330,,2,8,unisex,,1070,528,2
"744,1,80","13,1,542,558;16,1,26,27",331,,2,8,unisex,,1071,529,3
"744,1,80","15,1,123,127;11,1,442,456",332,,2,1,unisex,,1072,530,0
"744,1,80","15,1,147,151;11,1,339,350",333,,2,2,unisex,,1073,531,0
"744,1,80","15,1,116,120;11,1,461,476",334,,2,3,unisex,,1074,532,0
"744,1,80","15,1,92,95;11,1,339,350;13,1,60,62",335,,2,5,unisex,,1075,533,0
"744,1,80","15,1,123,127;11,1,461,476;7,1,55,67",336,,2,4,unisex,,1076,534,0
"762,1,80","51,1,543,559",337,999,2,8,unisex,323,1077,535,4
"762,1,80","22,1,543,559",338,999,2,8,unisex,26,1078,536,5
"762,1,80","29,1,543,559",339,999,2,8,unisex,25,1079,537,6
"762,1,80","54,1,110,113;55,1,110,113;56,1,110,113",340,999,2,1,unisex,,1080,538,0
"762,1,80","54,1,132,136;55,1,132,136;56,1,132,136",341,999,2,2,unisex,,1081,539,0
"762,1,80","54,1,105,108;55,1,105,108;56,1,105,108",342,999,2,3,unisex,,1082,540,0
"762,1,80","54,1,83,86;55,1,83,86;56,1,83,86;51,1,60,62;22,1,60,62;29,1,60,62",343,999,2,5,unisex,,1083,541,0
"762,1,80","54,1,110,113;55,1,110,113;56,1,110,113",344,999,2,4,unisex,,1084,542,0
"753,1,80","38,1,115,118",345,,2,8,unisex,22,1085,543,8
"753,1,80","43,1,78,80",346,,2,8,unisex,21,1086,544,7
"753,1,80","46,1,78,80",347,,2,8,unisex,30,1087,545,9
"753,1,80","44,1,2460,2533;47,1,615,633;49,1,113,116;50,1,113,116",348,,2,1,unisex,,1088,546,0
"753,1,80","44,1,2942,3030;47,1,736,758;49,1,86,89;50,1,86,89",349,,2,2,unisex,,1089,547,0
"753,1,80","44,1,2339,2409;47,1,584,602;49,1,118,122;50,1,118,122",350,,2,3,unisex,,1090,548,0
"753,1,80","44,1,1857,1912;47,1,464,478;49,1,86,89;50,1,86,89;43,1,9,9;46,1,9,9",351,,2,5,unisex,,1091,549,0
"753,1,80","44,1,2460,2533;47,1,615,633;49,1,118,122;50,1,118,122;8,1,36,40",352,,2,4,unisex,,1092,550,0
"745,1,80","13,1,623,639;16,1,31,32;51,1,20,25;19,1,59,89",353,,2,8,unisex,,1093,551,1
"745,1,80","13,1,623,639;16,1,31,32",354,,2,8,unisex,,1094,552,2
"745,1,80","13,1,623,639;16,1,31,32",355,,2,8,unisex,,1095,553,3
"745,1,80","15,1,141,145;11,1,506,520",356,,2,1,unisex,,1096,554,0
"745,1,80","15,1,169,173;11,1,388,399",357,,2,2,unisex,,1097,555,0
"745,1,80","15,1,134,138;11,1,528,543",358,,2,3,unisex,,1098,556,0
"745,1,80","15,1,106,109;11,1,388,399;13,1,69,71",359,,2,5,unisex,,1099,557,0
"745,1,80","15,1,141,145;11,1,528,543;7,1,60,68",360,,2,4,unisex,,1100,558,0
"763,1,80","51,1,624,640",361,999,2,8,unisex,323,1101,559,4
"763,1,80","22,1,624,640",362,999,2,8,unisex,26,1102,560,5
"763,1,80","29,1,624,640",363,999,2,8,unisex,25,1103,561,6
"763,1,80","54,1,127,130;55,1,127,130;56,1,127,130",364,999,2,1,unisex,,1104,562,0
"763,1,80","54,1,152,156;55,1,152,156;56,1,152,156",365,999,2,2,unisex,,1105,563,0
"763,1,80","54,1,121,124;55,1,121,124;56,1,121,124",366,999,2,3,unisex,,1106,564,0
"763,1,80","54,1,96,98;55,1,96,98;56,1,96,98;51,1,69,71;22,1,69,71;29,1,69,71",367,999,2,5,unisex,,1107,565,0
"763,1,80","54,1,127,130;55,1,127,130;56,1,127,130",368,999,2,4,unisex,,1108,566,0
"754,1,80","38,1,130,133",369,,2,8,unisex,22,1109,567,8
"754,1,80","43,1,86,88",370,,2,8,unisex,21,1110,568,7
"754,1,80","46,1,86,88",371,,2,8,unisex,30,1111,569,9
"754,1,80","44,1,2827,2900;47,1,707,725;49,1,130,133;50,1,130,133",372,,2,1,unisex,,1112,570,0
"754,1,80","44,1,3381,3469;47,1,845,867;49,1,99,102;50,1,99,102",373,,2,2,unisex,,1113,571,0
"754,1,80","44,1,2688,2758;47,1,672,689;49,1,136,139;50,1,136,139",374,,2,3,unisex,,1114,572,0
"754,1,80","44,1,2134,2189;47,1,533,547;49,1,99,102;50,1,99,102;43,1,9,9;46,1,9,9",375,,2,5,unisex,,1115,573,0
"754,1,80","44,1,2827,2900;47,1,707,725;49,1,136,139;50,1,136,139;8,1,41,45",376,,2,4,unisex,,1116,574,0
"746,1,80","13,1,704,720;16,1,36,37;51,1,20,25;19,1,60,90",377,,2,8,unisex,,1117,575,1
"746,1,80","13,1,704,720;16,1,36,37",378,,2,8,unisex,,1118,576,2
"746,1,80","13,1,704,720;16,1,36,37",379,,2,8,unisex,,1119,577,3
"746,1,80","15,1,159,163;11,1,572,586",380,,2,1,unisex,,1120,578,0
"746,1,80","15,1,191,195;11,1,439,450",381,,2,2,unisex,,1121,579,0
"746,1,80","15,1,151,155;11,1,597,612",382,,2,3,unisex,,1122,580,0
"746,1,80","15,1,120,123;11,1,439,450;13,1,78,80",383,,2,5,unisex,,1123,581,0
"746,1,80","15,1,159,163;11,1,597,612;7,1,65,69",384,,2,4,unisex,,1124,582,0
"764,1,80","51,1,705,721",385,999,2,8,unisex,323,1125,583,4
"764,1,80","22,1,705,721",386,999,2,8,unisex,26,1126,584,5
"764,1,80","29,1,705,721",387,999,2,8,unisex,25,1127,585,6
"764,1,80","54,1,143,146;55,1,143,146;56,1,143,146",388,999,2,1,unisex,,1128,586,0
"764,1,80","54,1,172,176;55,1,172,176;56,1,172,176",389,999,2,2,unisex,,1129,587,0
"764,1,80","54,1,137,140;55,1,137,140;56,1,137,140",390,999,2,3,unisex,,1130,588,0
"764,1,80","54,1,108,111;55,1,108,111;56,1,108,111;51,1,78,80;22,1,78,80;29,1,78,80",391,999,2,5,unisex,,1131,589,0
"764,1,80","54,1,143,146;55,1,143,146;56,1,143,146",392,999,2,4,unisex,,1132,590,0
"755,1,80","38,1,145,148",393,,2,8,unisex,22,1133,591,8
"755,1,80","43,1,95,96",394,,2,8,unisex,21,1134,592,7
"755,1,80","46,1,95,96",395,,2,8,unisex,30,1135,593,9
"755,1,80","44,1,3194,3267;47,1,798,816;49,1,147,150;50,1,147,150",396,,2,1,unisex,,1136,594,0
"755,1,80","44,1,3820,3908;47,1,955,977;49,1,112,115;50,1,112,115",397,,2,2,unisex,,1137,595,0
"755,1,80","44,1,3037,3107;47,1,759,776;49,1,153,157;50,1,153,157",398,,2,3,unisex,,1138,596,0
"755,1,80","44,1,2411,2466;47,1,602,616;49,1,112,115;50,1,112,115;43,1,10,10;46,1,10,10",399,,2,5,unisex,,1139,597,0
"755,1,80","44,1,3194,3267;47,1,798,816;49,1,153,157;50,1,153,157;8,1,46,50",400,,2,4,unisex,,1140,598,0
"744,1,80","13,1,558,575;16,1,27,28;51,1,20,25;19,1,57,87",329,,3,8,unisex,,1141,527,1
"744,1,80","13,1,558,575;16,1,27,28",330,,3,8,unisex,,1142,528,2
"744,1,80","13,1,558,575;16,1,27,28",331,,3,8,unisex,,1143,529,3
"744,1,80","15,1,127,130;11,1,456,470",332,,3,1,unisex,,1144,530,0
"744,1,80","15,1,151,156;11,1,350,361",333,,3,2,unisex,,1145,531,0
"744,1,80","15,1,120,123;11,1,476,491",334,,3,3,unisex,,1146,532,0
"744,1,80","15,1,95,98;11,1,350,361;13,1,62,64",335,,3,5,unisex,,1147,533,0
"744,1,80","15,1,127,130;11,1,476,491;7,1,55,67",336,,3,4,unisex,,1148,534,0
"762,1,80","51,1,559,575",337,999,3,8,unisex,323,1149,535,4
"762,1,80","22,1,559,575",338,999,3,8,unisex,26,1150,536,5
"762,1,80","29,1,559,575",339,999,3,8,unisex,25,1151,537,6
"762,1,80","54,1,113,117;56,1,113,117;56,1,113,117",340,999,3,1,unisex,,1152,538,0
"762,1,80","54,1,136,140;56,1,136,140;56,1,136,140",341,999,3,2,unisex,,1153,539,0
"762,1,80","54,1,108,111;56,1,108,111;56,1,108,111",342,999,3,3,unisex,,1154,540,0
"762,1,80","54,1,86,88;56,1,86,88;56,1,86,88;51,1,62,64;22,1,62,64;29,1,62,64",343,999,3,5,unisex,,1155,541,0
"762,1,80","54,1,113,117;56,1,113,117;56,1,113,117",344,999,3,4,unisex,,1156,542,0
"753,1,80","38,1,118,121",345,,3,8,unisex,22,1157,543,8
"753,1,80","43,1,80,82",346,,3,8,unisex,21,1158,544,7
"753,1,80","46,1,80,82",347,,3,8,unisex,30,1159,545,9
"753,1,80","44,1,2533,2607;47,1,633,652;49,1,116,120;50,1,116,120",348,,3,1,unisex,,1160,546,0
"753,1,80","44,1,3030,3118;47,1,758,780;49,1,89,91;50,1,89,91",349,,3,2,unisex,,1161,547,0
"753,1,80","44,1,2409,2479;47,1,602,619;49,1,122,125;50,1,122,125",350,,3,3,unisex,,1162,548,0
"753,1,80","44,1,1912,1968;47,1,478,492;49,1,89,91;50,1,89,91;43,1,9,9;46,1,9,9",351,,3,5,unisex,,1163,549,0
"753,1,80","44,1,2533,2607;47,1,633,651;49,1,122,125;50,1,122,125;8,1,36,40",352,,3,4,unisex,,1164,550,0
"745,1,80","13,1,639,656;16,1,32,33;51,1,20,25;19,1,59,89",353,,3,8,unisex,,1165,551,1
"745,1,80","13,1,639,656;16,1,32,33",354,,3,8,unisex,,1166,552,2
"745,1,80","13,1,639,656;16,1,32,33",355,,3,8,unisex,,1167,553,3
"745,1,80","15,1,145,148;11,1,520,534",356,,3,1,unisex,,1168,554,0
"745,1,80","15,1,173,178;11,1,399,410",357,,3,2,unisex,,1169,555,0
"745,1,80","15,1,138,141;11,1,543,558",358,,3,3,unisex,,1170,556,0
"745,1,80","15,1,109,112;11,1,399,410;13,1,71,73",359,,3,5,unisex,,1171,557,0
"745,1,80","15,1,145,148;11,1,543,558;7,1,60,68",360,,3,4,unisex,,1172,558,0
"763,1,80","51,1,640,656",361,999,3,8,unisex,323,1173,559,4
"763,1,80","22,1,640,656",362,999,3,8,unisex,26,1174,560,5
"763,1,80","29,1,640,656",363,999,3,8,unisex,25,1175,561,6
"763,1,80","54,1,130,133;56,1,130,133;56,1,130,133",364,999,3,1,unisex,,1176,562,0
"763,1,80","54,1,156,160;56,1,156,160;56,1,156,160",365,999,3,2,unisex,,1177,563,0
"763,1,80","54,1,124,127;56,1,124,127;56,1,124,127",366,999,3,3,unisex,,1178,564,0
"763,1,80","54,1,98,101;56,1,98,101;56,1,98,101;51,1,71,73;22,1,71,73;29,1,71,73",367,999,3,5,unisex,,1179,565,0
"763,1,80","54,1,130,133;56,1,130,133;56,1,130,133",368,999,3,4,unisex,,1180,566,0
"754,1,80","38,1,133,136",369,,3,8,unisex,22,1181,567,8
"754,1,80","43,1,88,90",370,,3,8,unisex,21,1182,568,7
"754,1,80","46,1,88,90",371,,3,8,unisex,30,1183,569,9
"754,1,80","44,1,2900,2974;47,1,725,743;49,1,133,137;50,1,133,137",372,,3,1,unisex,,1184,570,0
"754,1,80","44,1,3469,3557;47,1,867,889;49,1,102,104;50,1,102,104",373,,3,2,unisex,,1185,571,0
"754,1,80","44,1,2758,2828;47,1,689,707;49,1,139,143;50,1,139,143",374,,3,3,unisex,,1186,572,0
"754,1,80","44,1,2189,2245;47,1,547,561;49,1,102,104;50,1,102,104;43,1,9,9;46,1,9,9",375,,3,5,unisex,,1187,573,0
"754,1,80","44,1,2900,2974;47,1,725,743;49,1,139,143;50,1,139,143;8,1,41,45",376,,3,4,unisex,,1188,574,0
"746,1,80","13,1,720,737;16,1,37,38;51,1,20,25;19,1,60,90",377,,3,8,unisex,,1189,575,1
"746,1,80","13,1,720,737;16,1,37,38",378,,3,8,unisex,,1190,576,2
"746,1,80","13,1,720,737;16,1,37,38",379,,3,8,unisex,,1191,577,3
"746,1,80","15,1,163,166;11,1,586,600",380,,3,1,unisex,,1192,578,0
"746,1,80","15,1,195,200;11,1,450,461",381,,3,2,unisex,,1193,579,0
"746,1,80","15,1,155,158;11,1,612,627",382,,3,3,unisex,,1194,580,0
"746,1,80","15,1,123,126;11,1,450,461;13,1,80,82",383,,3,5,unisex,,1195,581,0
"746,1,80","15,1,163,166;11,1,612,627;7,1,65,69",384,,3,4,unisex,,1196,582,0
"764,1,80","51,1,721,737",385,999,3,8,unisex,323,1197,583,4
"764,1,80","22,1,721,737",386,999,3,8,unisex,26,1198,584,5
"764,1,80","29,1,721,737",387,999,3,8,unisex,25,1199,585,6
"764,1,80","54,1,146,150;56,1,146,150;56,1,146,150",388,999,3,1,unisex,,1200,586,0
"764,1,80","54,1,176,180;56,1,176,180;56,1,176,180",389,999,3,2,unisex,,1201,587,0
"764,1,80","54,1,140,143;56,1,140,143;56,1,140,143",390,999,3,3,unisex,,1202,588,0
"764,1,80","54,1,111,113;56,1,111,113;56,1,111,113;51,1,80,82;22,1,80,82;29,1,80,82",391,999,3,5,unisex,,1203,589,0
"764,1,80","54,1,146,150;56,1,146,150;56,1,146,150",392,999,3,4,unisex,,1204,590,0
"755,1,80","38,1,148,151",393,,3,8,unisex,22,1205,591,8
"755,1,80","43,1,96,98",394,,3,8,unisex,21,1206,592,7
"755,1,80","46,1,96,98",395,,3,8,unisex,30,1207,593,9
"755,1,80","44,1,3267,3341;47,1,816,835;49,1,150,154;50,1,150,154",396,,3,1,unisex,,1208,594,0
"755,1,80","44,1,3908,3996;47,1,977,999;49,1,115,117;50,1,115,117",397,,3,2,unisex,,1209,595,0
"755,1,80","44,1,3107,3177;47,1,776,794;49,1,157,160;50,1,157,160",398,,3,3,unisex,,1210,596,0
"755,1,80","44,1,2466,2522;47,1,616,630;49,1,115,117;50,1,115,117;43,1,10,10;46,1,10,10",399,,3,5,unisex,,1211,597,0
"755,1,80","44,1,3267,3341;47,1,816,835;49,1,157,160;50,1,157,160;8,1,46,50",400,,3,4,unisex,,1212,598,0
"744,1,80","13,1,575,591;16,1,28,29;51,1,20,25;19,1,57,87",329,,4,8,unisex,,1213,527,1
"744,1,80","13,1,575,591;16,1,28,29",330,,4,8,unisex,,1214,528,2
"744,1,80","13,1,575,591;16,1,28,29",331,,4,8,unisex,,1215,529,3
"744,1,80","15,1,130,134;11,1,470,484",332,,4,1,unisex,,1216,530,0
"744,1,80","15,1,156,160;11,1,361,372",333,,4,2,unisex,,1217,531,0
"744,1,80","15,1,123,127;11,1,491,506",334,,4,3,unisex,,1218,532,0
"744,1,80","15,1,98,101;11,1,361,372;13,1,64,66",335,,4,5,unisex,,1219,533,0
"744,1,80","15,1,130,134;11,1,491,506;7,1,55,67",336,,4,4,unisex,,1220,534,0
"762,1,80","51,1,575,591",337,999,4,8,unisex,323,1221,535,4
"762,1,80","22,1,575,591",338,999,4,8,unisex,26,1222,536,5
"762,1,80","29,1,575,591",339,999,4,8,unisex,25,1223,537,6
"762,1,80","54,1,117,120;56,1,117,120;56,1,117,120",340,999,4,1,unisex,,1224,538,0
"762,1,80","54,1,140,144;56,1,140,144;56,1,140,144",341,999,4,2,unisex,,1225,539,0
"762,1,80","54,1,111,114;56,1,111,114;56,1,111,114",342,999,4,3,unisex,,1226,540,0
"762,1,80","54,1,88,91;56,1,88,91;56,1,88,91;51,1,64,66;22,1,64,66;29,1,64,66",343,999,4,5,unisex,,1227,541,0
"762,1,80","54,1,117,120;56,1,117,120;56,1,117,120",344,999,4,4,unisex,,1228,542,0
"753,1,80","38,1,121,124",345,,4,8,unisex,22,1229,543,8
"753,1,80","43,1,82,84",346,,4,8,unisex,21,1230,544,7
"753,1,80","46,1,82,84",347,,4,8,unisex,30,1231,545,9
"753,1,80","44,1,2607,2680;47,1,652,670;49,1,120,123;50,1,120,123",348,,4,1,unisex,,1232,546,0
"753,1,80","44,1,3118,3206;47,1,780,802;49,1,91,94;50,1,91,94",349,,4,2,unisex,,1233,547,0
"753,1,80","44,1,2479,2549;47,1,619,637;49,1,125,129;50,1,125,129",350,,4,3,unisex,,1234,548,0
"753,1,80","44,1,1968,2023;47,1,492,506;49,1,91,94;50,1,91,94;43,1,9,9;46,1,9,9",351,,4,5,unisex,,1235,549,0
"753,1,80","44,1,2607,2680;47,1,651,669;49,1,125,129;50,1,125,129;8,1,36,40",352,,4,4,unisex,,1236,550,0
"745,1,80","13,1,656,672;16,1,33,34;51,1,20,25;19,1,59,89",353,,4,8,unisex,,1237,551,1
"745,1,80","13,1,656,672;16,1,33,34",354,,4,8,unisex,,1238,552,2
"745,1,80","13,1,656,672;16,1,33,34",355,,4,8,unisex,,1239,553,3
"745,1,80","15,1,148,152;11,1,534,548",356,,4,1,unisex,,1240,554,0
"745,1,80","15,1,178,182;11,1,410,421",357,,4,2,unisex,,1241,555,0
"745,1,80","15,1,141,145;11,1,558,573",358,,4,3,unisex,,1242,556,0
"745,1,80","15,1,112,115;11,1,410,421;13,1,73,75",359,,4,5,unisex,,1243,557,0
"745,1,80","15,1,148,152;11,1,558,573;7,1,60,68",360,,4,4,unisex,,1244,558,0
"763,1,80","51,1,656,672",361,999,4,8,unisex,323,1245,559,4
"763,1,80","22,1,656,672",362,999,4,8,unisex,26,1246,560,5
"763,1,80","29,1,656,672",363,999,4,8,unisex,25,1247,561,6
"763,1,80","54,1,133,136;56,1,133,136;56,1,133,136",364,999,4,1,unisex,,1248,562,0
"763,1,80","54,1,160,164;56,1,160,164;56,1,160,164",365,999,4,2,unisex,,1249,563,0
"763,1,80","54,1,127,130;56,1,127,130;56,1,127,130",366,999,4,3,unisex,,1250,564,0
"763,1,80","54,1,101,103;56,1,101,103;56,1,101,103;51,1,73,75;22,1,73,75;29,1,73,75",367,999,4,5,unisex,,1251,565,0
"763,1,80","54,1,133,136;56,1,133,136;56,1,133,136",368,999,4,4,unisex,,1252,566,0
"754,1,80","38,1,136,139",369,,4,8,unisex,22,1253,567,8
"754,1,80","43,1,90,92",370,,4,8,unisex,21,1254,568,7
"754,1,80","46,1,90,92",371,,4,8,unisex,30,1255,569,9
"754,1,80","44,1,2974,3047;47,1,743,761;49,1,137,140;50,1,137,140",372,,4,1,unisex,,1256,570,0
"754,1,80","44,1,3557,3645;47,1,889,911;49,1,104,107;50,1,104,107",373,,4,2,unisex,,1257,571,0
"754,1,80","44,1,2828,2898;47,1,707,724;49,1,143,146;50,1,143,146",374,,4,3,unisex,,1258,572,0
"754,1,80","44,1,2245,2300;47,1,561,575;49,1,104,107;50,1,104,107;43,1,9,9;46,1,9,9",375,,4,5,unisex,,1259,573,0
"754,1,80","44,1,2974,3047;47,1,743,761;49,1,143,146;50,1,143,146;8,1,41,45",376,,4,4,unisex,,1260,574,0
"746,1,80","13,1,737,753;16,1,38,39;51,1,20,25;19,1,60,90",377,,4,8,unisex,,1261,575,1
"746,1,80","13,1,737,753;16,1,38,39",378,,4,8,unisex,,1262,576,2
"746,1,80","13,1,737,753;16,1,38,39",379,,4,8,unisex,,1263,577,3
"746,1,80","15,1,166,170;11,1,600,614",380,,4,1,unisex,,1264,578,0
"746,1,80","15,1,200,204;11,1,461,472",381,,4,2,unisex,,1265,579,0
"746,1,80","15,1,158,162;11,1,627,642",382,,4,3,unisex,,1266,580,0
"746,1,80","15,1,126,129;11,1,461,472;13,1,82,84",383,,4,5,unisex,,1267,581,0
"746,1,80","15,1,166,170;11,1,627,642;7,1,65,69",384,,4,4,unisex,,1268,582,0
"764,1,80","51,1,737,753",385,999,4,8,unisex,323,1269,583,4
"764,1,80","22,1,737,753",386,999,4,8,unisex,26,1270,584,5
"764,1,80","29,1,737,753",387,999,4,8,unisex,25,1271,585,6
"764,1,80","54,1,150,153;56,1,150,153;56,1,150,153",388,999,4,1,unisex,,1272,586,0
"764,1,80","54,1,180,184;56,1,180,184;56,1,180,184",389,999,4,2,unisex,,1273,587,0
"764,1,80","54,1,143,146;56,1,143,146;56,1,143,146",390,999,4,3,unisex,,1274,588,0
"764,1,80","54,1,113,116;56,1,113,116;56,1,113,116;51,1,82,84;22,1,82,84;29,1,82,84",391,999,4,5,unisex,,1275,589,0
"764,1,80","54,1,150,153;56,1,150,153;56,1,150,153",392,999,4,4,unisex,,1276,590,0
"755,1,80","38,1,151,154",393,,4,8,unisex,22,1277,591,8
"755,1,80","43,1,98,99",394,,4,8,unisex,21,1278,592,7
"755,1,80","46,1,98,99",395,,4,8,unisex,30,1279,593,9
"755,1,80","44,1,3341,3414;47,1,835,853;49,1,154,157;50,1,154,157",396,,4,1,unisex,,1280,594,0
"755,1,80","44,1,3996,4084;47,1,999,1021;49,1,117,120;50,1,117,120",397,,4,2,unisex,,1281,595,0
"755,1,80","44,1,3177,3247;47,1,794,811;49,1,160,164;50,1,160,164",398,,4,3,unisex,,1282,596,0
"755,1,80","44,1,2522,2577;47,1,630,644;49,1,117,120;50,1,117,120;43,1,10,10;46,1,10,10",399,,4,5,unisex,,1283,597,0
"755,1,80","44,1,3341,3414;47,1,835,853;49,1,160,164;50,1,160,164;8,1,46,50",400,,4,4,unisex,,1284,598,0
"744,1,80","13,1,591,608;16,1,29,30;51,1,20,25;19,1,57,87",329,,5,8,unisex,,1285,527,1
"744,1,80","13,1,591,608;16,1,29,30",330,,5,8,unisex,,1286,528,2
"744,1,80","13,1,591,608;16,1,29,30",331,,5,8,unisex,,1287,529,3
"744,1,80","15,1,134,138;11,1,484,498",332,,5,1,unisex,,1288,530,0
"744,1,80","15,1,160,165;11,1,372,383",333,,5,2,unisex,,1289,531,0
"744,1,80","15,1,127,131;11,1,506,521",334,,5,3,unisex,,1290,532,0
"744,1,80","15,1,101,104;11,1,372,383;13,1,66,68",335,,5,5,unisex,,1291,533,0
