boothFees-int[][],canDropScene-int[],canMint-int,desc-string,destructible-bool,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"796,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
硬骨架！还会发光！",0,0,item-icon-368,368,光亮骨架,0,1,17,1,0,2,5,1,4,5,1
"796,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
看起来有点瘆人...",0,0,item-icon-369,369,巨大眼球,0,1,18,1,0,2,5,1,4,5,1
"796,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
一对精致的双翼，让人爱不释手",0,0,item-icon-370,370,精灵双翼,0,1,16,1,0,2,5,1,4,5,1
"797,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
怎么跟个球一样，圆滚滚的",0,0,item-icon-371,371,冰晶龟甲,0,1,21,1,0,2,6,1,4,6,1
"797,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
晚上不用点蜡烛了",0,0,item-icon-372,372,鬼火,0,1,19,1,0,2,6,1,4,6,1
"797,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
小小一只，没法直接使用，但应该可以作为合成材料",0,0,item-icon-373,373,小法杖,0,1,20,1,0,2,6,1,4,6,1
"795,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
金色的蒲公英，真是少见",0,0,item-icon-374,374,金色蒲公英,0,1,37,1,0,3,4,1,4,4,1
"795,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
一朵仙人掌花",0,0,item-icon-375,375,仙人掌花,0,1,57,1,0,3,4,1,4,4,1
"795,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
这块石头的演技一定很好",0,0,item-icon-376,376,卡斯奥小金人,0,1,75,1,0,3,4,1,4,4,1
"796,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
看起来很锋利，小心被割到手",0,0,item-icon-377,377,钻石纤维,0,1,39,1,0,3,5,1,4,5,1
"796,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
轻轻敲击还能发出悦耳的声音",0,0,item-icon-378,378,钻石音符,0,1,59,1,0,3,5,1,4,5,1
"796,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
很可爱的一块石头",0,0,item-icon-379,379,熊状钻石矿,0,1,77,1,0,3,5,1,4,5,1
"797,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
快看呐，这朵小花多像一个小精灵",0,0,item-icon-380,380,仙人花,0,1,41,1,0,3,6,1,4,6,1
"797,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
小时候的愿望是把星星装进罐子里，所以我这是实现愿望了？",0,0,item-icon-381,381,罐装星星,0,1,61,1,0,3,6,1,4,6,1
"797,1","1,3,4",1,"通过采集同等级的采集物可以获得这个道具.
可以用于合成装备或道具
-------
多么漂亮的石头，就像来自外太空的彗星",0,0,item-icon-382,382,陨落晶石,0,1,79,1,0,3,6,1,4,6,1
"795,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
世界上最常见的主食之一",0,0,item-icon-383,383,小麦,0,1,96,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
我记得有个游戏这玩意会吐子弹",0,0,item-icon-384,384,豌豆,0,1,98,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
隔着屏幕都闻到味道了",0,0,item-icon-385,385,大蒜,0,1,97,1,0,1,4,1,4,4,1
"796,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
有些人会把中间的花芯炒熟做成零食吃，味道不错",0,0,item-icon-386,386,向日葵,0,1,99,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
这玩意更应该出现在酒庄里",0,0,item-icon-387,387,葡萄,0,1,100,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
世界上最常见的主食之二",0,0,item-icon-388,388,土豆,0,1,101,1,0,1,5,1,4,5,1
"797,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
被吓到了",0,0,item-icon-389,389,食人花,0,1,102,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
像一个喇叭",0,0,item-icon-390,390,牵牛花,0,1,103,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
一根木薯",0,0,item-icon-391,391,木薯,0,1,104,1,0,1,6,1,4,6,1
"795,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
在某个游戏里，这个东西可以促进植物生长，但在这里好像不行",0,0,item-icon-392,392,骨粉,0,1,123,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
十分具有韧性，可以搓揉成绳子或细线",0,0,item-icon-393,393,坚韧藤蔓,0,1,125,1,0,1,4,1,4,4,1
"795,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
一片巨大的叶子",0,0,item-icon-394,394,橙叶,0,1,124,1,0,1,4,1,4,4,1
"796,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
别被他的形状吓到，这个东西不输给世界上任何一种香料",0,0,item-icon-395,395,暗暗香料,0,1,128,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
它隐隐发着光",0,0,item-icon-396,396,发光骨粉,0,1,127,1,0,1,5,1,4,5,1
"796,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
嘿，喜欢打雪仗吗",0,0,item-icon-397,397,精灵雪球,0,1,126,1,0,1,5,1,4,5,1
"797,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
从龟甲上脱落的鳞片，真漂亮",0,0,item-icon-398,398,龟甲鳞片,0,1,131,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
一枚精致的箭头",0,0,item-icon-399,399,精致箭头,0,1,129,1,0,1,6,1,4,6,1
"797,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
暖呼呼的，做成衣服肯定很不错！",0,0,item-icon-400,400,雪兔绒毛,0,1,130,1,0,1,6,1,4,6,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
战斗的精华，适用于合成多种装备",0,0,item-icon-401,401,4级战斗精华 ,0,1,162,1,0,2,4,0,4,4,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
战斗的精华，适用于合成多种装备",0,0,item-icon-402,402,5级战斗精华 ,0,1,163,1,0,2,5,0,4,5,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
战斗的精华，适用于合成多种装备",0,0,item-icon-403,403,6级战斗精华 ,0,1,164,1,0,2,6,0,4,6,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
采集的精华，适用于合成多种装备",0,0,item-icon-404,404,4级采集精华 ,0,1,171,1,0,3,4,0,4,4,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
采集的精华，适用于合成多种装备",0,0,item-icon-405,405,5级采集精华 ,0,1,172,1,0,3,5,0,4,5,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
采集的精华，适用于合成多种装备",0,0,item-icon-406,406,6级采集精华 ,0,1,173,1,0,3,6,0,4,6,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
种植的精华，适用于合成多种装备",0,0,item-icon-407,407,4级种植精华 ,0,1,147,1,0,1,4,0,4,4,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
种植的精华，适用于合成多种装备",0,0,item-icon-408,408,5级种植精华 ,0,1,148,1,0,1,5,0,4,5,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
种植的精华，适用于合成多种装备",0,0,item-icon-409,409,6级种植精华 ,0,1,149,1,0,1,6,0,4,6,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
养殖的精华，适用于合成多种装备",0,0,item-icon-410,410,4级畜牧精华 ,0,1,150,1,0,1,4,0,4,4,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
养殖的精华，适用于合成多种装备",0,0,item-icon-411,411,5级畜牧精华 ,0,1,151,1,0,1,5,0,4,5,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
养殖的精华，适用于合成多种装备",0,0,item-icon-412,412,6级畜牧精华 ,0,1,152,1,0,1,6,0,4,6,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出小麦的种子",0,97,item-icon-413,413,小麦种子,0,1,493,1,0,1,4,1,3,4,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出豌豆的种子",0,97,item-icon-414,414,豌豆种子,0,1,492,1,0,1,4,1,3,4,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出大蒜的种子",0,97,item-icon-415,415,大蒜种子,0,1,491,1,0,1,4,1,3,4,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出向日葵的种子",0,97,item-icon-416,416,向日葵种子,0,1,496,1,0,1,5,1,3,5,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出葡萄的种子",0,97,item-icon-417,417,葡萄种子,0,1,494,1,0,1,5,1,3,5,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出土豆的种子",0,97,item-icon-418,418,土豆种子,0,1,495,1,0,1,5,1,3,5,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出食人花的种子",0,97,item-icon-419,419,食人花种子,0,1,498,1,0,1,6,1,3,6,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出牵牛花的种子",0,97,item-icon-420,420,牵牛花种子,0,1,499,1,0,1,6,1,3,6,1
-,"1,3,4",1,"通过采集同等级的采集物可以获得这个道具, 通过击败同等级怪物可以获得这个道具.
使用它可以触发特殊效果
-------
种出木薯的种子",0,97,item-icon-421,421,木薯种子,0,1,497,1,0,1,6,1,3,6,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
当前血量 增加 320",0,0,item-icon-422,422,黄金治疗药水,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗攻击力 增加 50",0,0,item-icon-423,423,黄金攻击药水,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
移动速度 增加 200",0,0,item-icon-424,424,黄金移速药水,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
对怪物暴击伤害 增加 120",0,0,item-icon-425,425,黄金暴击药水,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
最大血量 增加 200",0,0,item-icon-426,426,黄金生命药水,0,1,62,1,0,2,4,0,3,4,1
"795,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗防御值 增加 20",0,0,item-icon-427,427,黄金防御药水,0,1,62,1,0,2,4,0,3,4,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
当前血量 增加 400",0,0,item-icon-429,429,钻石治疗药水,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗攻击力 增加 60",0,0,item-icon-430,430,钻石攻击药水,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
移动速度 增加 240",0,0,item-icon-431,431,钻石移速药水,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
对怪物暴击伤害 增加 150",0,0,item-icon-432,432,钻石暴击药水,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
最大血量 增加 240",0,0,item-icon-433,433,钻石生命药水,0,1,64,1,0,2,5,0,3,5,1
"796,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗防御值 增加 25",0,0,item-icon-434,434,钻石防御药水,0,1,64,1,0,2,5,0,3,5,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
当前血量 增加 480",0,0,item-icon-435,435,星辉治疗药水,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗攻击力 增加 70",0,0,item-icon-436,436,星辉攻击药水,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
移动速度 增加 280",0,0,item-icon-437,437,星辉移速药水,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
对怪物暴击伤害 增加 180",0,0,item-icon-438,438,星辉暴击药水,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
最大血量 增加 280",0,0,item-icon-439,439,星辉生命药水,0,1,66,1,0,2,6,0,3,6,1
"797,1","1,3,4",1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
战斗防御值 增加 30",0,0,item-icon-440,440,星辉防御药水,0,1,66,1,0,2,6,0,3,6,1
"792,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
锤子可以破除某些怪物的装甲，带上锤子锤他丫的",0,0,item-icon-441,441,Lv 1 锤子,1440,1,258,1,0,2,999,0,1,1,1
"793,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
锤子可以破除某些怪物的装甲，带上锤子锤他丫的",0,0,item-icon-442,442,Lv 2 铁锤子,1440,"1,2",270,1,0,2,999,0,1,2,1
"794,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
锤子可以破除某些怪物的装甲，带上锤子锤他丫的",0,0,item-icon-443,443,Lv 3 祝福锤子,1440,"1,2,3",274,1,0,2,999,0,1,3,1
"795,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
锤子可以破除某些怪物的装甲，带上锤子锤他丫的",0,0,item-icon-444,444,Lv 4 黄金锤子,1440,"1,2,3,4",287,1,0,2,999,0,1,4,1
"796,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
锤子可以破除某些怪物的装甲，带上锤子锤他丫的",0,0,item-icon-445,445,Lv 5 钻石锤子,1440,"1,2,3,4,5",295,1,0,2,999,0,1,5,1
"797,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
锤子可以破除某些怪物的装甲，带上锤子锤他丫的",0,0,item-icon-446,446,Lv 6 星辉锤子,1440,"1,2,3,4,5",304,1,0,2,999,0,1,6,1
"795,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
如果你很担心被怪物追着打，那么这把弓很适合你，你可以在安全的距离击杀怪物",0,0,item-icon-450,450,Lv 4 黄金弓,1440,"1,2,3,4",281,1,0,2,999,0,1,4,1
"796,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
如果你很担心被怪物追着打，那么这把弓很适合你，你可以在安全的距离击杀怪物",0,0,item-icon-451,451,Lv 5 钻石弓,1440,"1,2,3,4,5",289,1,0,2,999,0,1,5,1
"797,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，提高你在战斗中的生存率
-------
如果你很担心被怪物追着打，那么这把弓很适合你，你可以在安全的距离击杀怪物",0,0,item-icon-452,452,Lv 6 星辉弓,1440,"1,2,3,4,5",303,1,0,2,999,0,1,6,1
"792,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
用于安抚你的宠物，使其能够安心生产",0,0,item-icon-453,453,Lv 1 刷子,1440,1,182,1,0,1,999,0,1,1,1
"793,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
用于安抚你的宠物，使其能够安心生产",0,0,item-icon-454,454,Lv 2 铜刷子,1440,"1,2",196,1,0,1,999,0,1,2,1
"794,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
用于安抚你的宠物，使其能够安心生产",0,0,item-icon-455,455,Lv 3 祝福刷子,1440,"1,2,3",200,1,0,1,999,0,1,3,1
"795,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
用于安抚你的宠物，使其能够安心生产",0,0,item-icon-456,456,Lv 4 黄金刷子,1440,"1,2,3,4",206,1,0,1,999,0,1,4,1
"796,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
用于安抚你的宠物，使其能够安心生产",0,0,item-icon-457,457,Lv 5 钻石刷子,1440,"1,2,3,4,5",214,1,0,1,999,0,1,5,1
"797,1",0,1,"通过合成可以获得这个物品.
装备上可提升属性，使你的农作物更不容易枯萎
-------
用于安抚你的宠物，使其能够安心生产",0,0,item-icon-458,458,Lv 6 星辉刷子,1440,"1,2,3,4,5",229,1,0,1,999,0,1,6,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复精力 + 30",0,0,item-icon-459,459,Lv 4 精力恢复药水,0,1,,0,0,3,999,0,3,4,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复精力 + 37",0,0,item-icon-460,460,Lv 5 精力恢复药水,0,1,,0,0,3,999,0,3,5,1
-,0,1,"通过合成可以获得这个物品.
使用它可以触发特殊效果
-------
恢复精力 + 45",0,0,item-icon-461,461,Lv 6 精力恢复药水,0,1,,0,0,3,999,0,3,6,1
"793,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
副本Boss掉落",1,0,item-icon-462,462,青铜碎片,0,1,,1,0,2,999,1,4,2,1
"794,1","1,3,4",1,"通过击败同等级怪物可以获得这个道具.
可以用于合成装备或道具
-------
副本Boss掉落",1,0,item-icon-463,463,领主爪牙,0,1,,1,0,2,999,1,4,3,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
第一期 浮空之地抽奖券",0,0,item-icon-464,464,#01 浮空之地抽奖券,0,1,,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
第一期 花岚峰抽奖券",0,0,item-icon-465,465,#01 花岚峰抽奖券,0,1,,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
第一期 开放世界抽奖券",0,0,item-icon-466,466,#01 开放世界抽奖券,0,1,,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
进入浮空之地所需门票",0,0,item-icon-467,467,浮空之地门票,0,1,473,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
进入花岚峰所需门票",0,0,item-icon-468,468,花岚峰门票,0,1,473,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,破碎的副本门票碎片，可用于兑换完整的副本门票,0,0,item-icon-469,469,副本门票碎片,0,1,,1,0,2,999,0,4,0,1
"792,1","1,3,4",1,破碎的花岚峰门票碎片，可用于兑换完整的花岚峰门票,0,0,item-icon-470,470,花岚峰门票碎片,0,1,,1,0,2,999,0,4,0,1
"795,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-471,471,帮派骨干_头发,0,5,,1,0,2,999,0,1,4,1
"795,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-472,472,帮派骨干_上衣,0,5,,1,0,2,999,0,1,4,1
"795,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-473,473,帮派骨干_手套,0,5,,1,0,2,999,0,1,4,1
"795,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-474,474,帮派骨干_裤子,0,5,,1,0,2,999,0,1,4,1
"795,1",4,1,"合成装备时有几率获得.
没有属性，可改变你的外观
-------
建议作为时装穿戴",0,0,item-icon-475,475,帮派骨干_鞋子,0,5,,1,0,2,999,0,1,4,1
"795,1",0,1,LUAG期货(一百)可以与LUAG代币以1:100的比例兑换,0,0,item-icon-478,478,LUAG期货(一百),7200,1,,1,0,"1,2,3",999,0,4,0,1
-,"1,3,4",1,"产自浮空之地, 产自花岚峰.
可以用于合成装备或道具
-------
用于合成精力药水",0,0,item-icon-479,479,空药瓶,0,1,,1,0,"1,2,3",999,0,4,0,1
"792,1","1,3,4",1,"产自浮空之地, 产自花岚峰.
 
-------
用于兑换LUAG期货(一百)",0,0,item-icon-480,480,LUAG期货碎片,0,1,,1,0,"1,2,3",999,0,4,0,1
"792,1","1,3,4",1,用于兑换LUAG期货(一百),0,0,item-icon-481,481,LUAG之星,0,1,,1,0,"1,2,3",999,0,4,0,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-482,482,Lv 1 能量溶液 ,0,1,416,1,0,3,"1,0",0,4,1,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-483,483,Lv 2 能量溶液 ,0,1,417,1,0,3,2,0,4,2,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-484,484,Lv 3 能量溶液 ,0,1,418,1,0,3,3,0,4,3,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-485,485,Lv 4 能量溶液 ,0,1,419,1,0,3,4,0,4,4,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-486,486,Lv 5 能量溶液 ,0,1,420,1,0,3,5,0,4,5,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-487,487,Lv 6 能量溶液 ,0,1,421,1,0,3,6,0,4,6,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-488,488,Lv 7 能量溶液 ,0,1,422,1,0,3,7,0,4,7,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-489,489,Lv 8 能量溶液 ,0,1,423,1,0,3,8,0,4,8,1
-,"1,3,4",1,"通过合成可以获得这个物品.
可以用于合成装备或道具
-------
由多种材料提炼而成，蕴含着强烈的能量波动，可二次加工成多种道具",0,0,item-icon-490,490,Lv 9 能量溶液 ,0,1,424,1,0,3,9,0,4,9,1
"798,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
炙热的岩浆凝结而成的坚硬鳞片，可用于强化装备或炼制强力药剂。",0,0,item-icon-491,491,火岩鳞片,0,1,23,1,0,2,7,1,4,7,1
"798,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
释放绚丽光芒，照亮黑暗，为你带来无尽的奇迹。",0,0,item-icon-492,492,炫光瓶,0,1,22,1,0,2,7,1,4,7,1
"798,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
一块巨大的岩石，散发着神秘的能量。",0,0,item-icon-493,493,巨大岩眼,0,1,24,1,0,2,7,1,4,7,1
"798,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
蕴含着炽热能量的宝石，可用于强化武器和防具。",0,0,item-icon-494,494,岩浆之芯,0,1,43,1,0,3,7,1,4,7,1
"798,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
燃烧着熊熊烈火的木材，可用于制作强力武器和防具。",0,0,item-icon-495,495,焰木,0,1,63,1,0,3,7,1,4,7,1
"798,1","1,3,4",1,"产自远古灵域.
可以用于合成装备或道具
-------
炽热的液态岩石，可用于强化武器和装备。",0,0,item-icon-496,496,岩浆,0,1,81,1,0,3,7,1,4,7,1
"798,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
一朵绽放着炽热火焰的鲜花，散发着令人振奋的能量。",0,0,item-icon-497,497,火红菊,0,1,105,1,0,1,7,1,4,7,1
"798,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
燃烧一切的烈焰，蕴含着无尽的破坏力。",0,0,item-icon-498,498,火焰之心,0,1,106,1,0,1,7,1,4,7,1
"798,1","1,3,4",1,"通过种植可以获得这种原材料.
可以用于合成装备或道具
-------
散发着烈火般的热量，能为你提供源源不断的能量。",0,0,item-icon-499,499,炙热南瓜,0,1,107,1,0,1,7,1,4,7,1
"798,1","1,3,4",1,"通过养殖可以获得这种原材料.
可以用于合成装备或道具
-------
坚固的障碍物，需要采集者的镐子来破坏。",0,0,item-icon-500,500,巨大岩石,0,1,134,1,0,1,7,1,4,7,1
