canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],type-int,useLv-int,userType-int
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-264,264,速度狂手套,5,1,2,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-265,265,速度狂裤子,5,1,2,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-266,266,速度狂鞋子,5,1,2,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-267,267,罗马士兵发型,5,1,1,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-268,268,罗马士兵上衣,5,1,1,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-269,269,罗马士兵手套,5,1,1,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-270,270,罗马士兵裤子,5,1,1,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-271,271,罗马士兵鞋子,5,1,1,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-272,272,街头小子发型,5,1,3,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-273,273,街头小子上衣,5,1,3,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-274,274,街头小子手套,5,1,3,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-275,275,街头小子裤子,5,1,3,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-276,276,街头小子鞋子,5,1,3,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-277,277,汪汪套装发型,5,1,5,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-278,278,汪汪套装上衣,5,1,5,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-279,279,汪汪套装手套,5,1,5,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-280,280,汪汪套装裤子,5,1,5,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-281,281,汪汪套装鞋子,5,1,5,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-282,282,热情火焰发型,5,1,9,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-283,283,热情火焰上衣,5,1,9,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-284,284,热情火焰手套,5,1,9,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-285,285,"熱情火焰褲子
",5,1,9,1
1,"合成装备时有机会获得。
时尚外观，没有属性。
-------
建议作为时尚装备穿戴。
",0,item-icon-286,286,"熱情火焰鞋子
",5,1,9,1
1,"你可以通过合成获得这个物品。
装备后，可以增强属性。
-------
 
",0,item-icon-287,287,铜弓,1,1,1,1
1,"你可以通过合成获得这个物品。
装备后，可以增强属性。
-------
 
",0,item-icon-288,288,金屬弓,"1,2",1,2,1
1,"你可以通过合成获得这个物品。
装备后，可以增强属性。
-------",0,item-icon-289,289,水晶弓,"1,2,3",1,3,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
恢復少量精力",0,item-icon-295,295,精力恢復藥水-小,1,3,1,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
恢復些許精力",0,item-icon-296,296,精力恢復藥水-中,1,3,2,1
1,"通過合成可以獲得這個物品.
使用它可以觸發特殊效果
-------
恢復部分精力",0,item-icon-297,297,精力恢復藥水-大,1,3,3,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著黃金光芒的鋤頭，它的鋒利度和耐久性都超出尋常。用它來耕種土地，你將輕鬆駕馭土壤的力量，讓作物茁壯成長。同時，它也是農夫們的驕傲，象徵著他們的辛勤勞動和豐收的希望。",0,item-icon-299,299,黃金鋤頭,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著黃金光芒的斧頭，它的刀刃鋒利無比，能夠輕鬆砍伐最堅硬的樹木。它的重量適中，使用起來既穩定又靈活，是採集者們的首選工具。",0,item-icon-300,300,黃金斧頭,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著黃金光芒的工具，專為採集而設計。它的堅固材質和精巧設計使得挖掘礦石和寶藏變得更加輕鬆。無論是深入地下挖掘還是在山脈中尋找珍貴資源，黃金鎬子都是你最可靠的夥伴。",0,item-icon-301,301,黃金鎬子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
黃金剪子：一把華麗而鋒利的剪子，由純黃金打造而成。它的剪刀刃異常鋒利，能夠輕鬆剪斷各種材料，無論是布料、紙張還是細小的植物。它是每個農夫和手藝人的必備工具，用來修剪植物、剪裁布料或者進行精細的手工藝製作。無論是農田還是工坊，黃金剪子都是展現精湛技藝和高貴品味的象徵。",0,item-icon-302,302,黃金剪子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
黃金鐮刀：一把閃耀著黃金光芒的鐮刀，刀刃鋒利無比。它是農夫們最喜愛的工具之一，用於收割成熟的莊稼。在陽光下閃爍的金色光芒，讓人感受到豐收的喜悅和農田的繁榮。",0,item-icon-303,303,黃金鐮刀,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
黃金水壺：一把華麗的水壺，由純黃金打造而成。它不僅外觀璀璨奪目，還具有神奇的魔力。當你使用黃金水壺時，它能夠迅速恢復你的生命值和魔法值，讓你在戰鬥中保持持續的活力。無論是在激烈的戰鬥中還是繁忙的農田裏，黃金水壺都是你最忠實的夥伴。",0,item-icon-304,304,黃金水壺,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著寶石光芒的鋤頭，它的鋒利度和耐久力超乎尋常。用它來耕種土地，你將輕鬆開墾出富饒的農田，收穫豐盈的農作物。",0,item-icon-305,305,鑽石鋤頭,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著寶石光芒的斧頭，刀刃堅硬無比，能夠輕鬆劈開最堅硬的礦石和木材。它的鋒利程度和耐久性使得它成為採集者們的首選工具，讓他們在採集資源時事半功倍。",0,item-icon-306,306,鑽石斧頭,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著寶石般光芒的工具，專為採集珍貴礦石而設計。其鋒利的鑽石頭部能夠輕鬆穿透堅硬的岩石，讓你在礦脈中輕鬆尋找和收集寶貴的礦石資源。無論是探險還是繁榮的城市，鑽石鎬子都是每個採礦者的必備工具，幫助你開啟財富之門。",0,item-icon-307,307,鑽石鎬子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
鑽石剪子：一把閃耀著寶石光芒的剪子，刀刃鋒利無比。它能輕鬆剪斷任何材料，無論是堅硬的金屬還是厚實的布料，都能迅速而精准地完成任務。在農田中，它是農夫們的得力助手，能夠輕鬆修剪作物和修整樹木。在採集探險中，它是勇敢的冒險者的必備工具，能夠迅速採集珍貴的資源。無論是農夫還是探險者，都將發現鑽石剪子是他們最可靠的夥伴。",0,item-icon-308,308,鑽石剪子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
鑽石鐮刀：一把閃耀著寶石光芒的鐮刀，刀刃鋒利無比，能夠輕鬆收割農田中的莊稼。它的鑽石鑲嵌使得每一次收割都變得高效而迅捷，讓你成為農田中的收割大師。",0,item-icon-309,309,鑽石鐮刀,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
鑽石水壺：一種華麗而實用的道具，外觀閃耀著寶石般的光芒。它能夠迅速恢復你的生命值和魔力，讓你在戰鬥中保持持久的活力。無論是在激烈的戰鬥中還是長時間的冒險旅程中，鑽石水壺都是你最可靠的夥伴。",0,item-icon-310,310,鑽石水壺,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著星光的鋤頭，它的鋒利之處能夠輕鬆翻耕土地，為農田注入生機。",0,item-icon-311,311,星輝鋤頭,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著星光的斧頭，散發著強大的能量。它的鋒利刃口能夠輕鬆劈開堅硬的木材，是採集者們的首選工具。",0,item-icon-312,312,星輝斧頭,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著星光的鎬子，它的鋒利鐮刃能夠輕鬆地挖掘出珍貴的礦石和寶石。無論是在深山探險還是在礦洞中努力挖掘，星輝鎬子都是採集者們最可靠的夥伴。它的出現讓採集者們能夠更加高效地獲取資源，為自己和隊伍帶來巨大的財富和榮耀。",0,item-icon-313,313,星輝鎬子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
星輝剪子：一把閃耀著星光的剪子，輕巧而鋒利。它被農夫們用來修剪植物，能夠精確地修整葉片和枝條，讓植物煥發出更加繁茂的生機。無論是修剪花園中的花朵，還是整理農田中的莊稼，星輝剪子都是農夫們最得力的助手。",0,item-icon-314,314,星輝剪子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
星輝鐮刀：一把閃耀著星光的鐮刀，刀刃如同夜空中的流星，散發著神秘而強大的能量。它是採集者們的首選工具，能夠輕鬆收割各種植物和草藥，讓他們在廣袤的大地上尋找寶貴的資源。",0,item-icon-315,315,星輝鐮刀,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
星輝水壺：一只精美的水壺，外觀閃爍著星光般的光芒。它是農夫們最喜愛的工具之一，能夠在田地中灌溉作物，讓它們茁壯成長。每一滴從星輝水壺中流出的水都充滿了生機與活力，能夠為農作物帶來豐收的希望。無論是小麥、蔬菜還是水果，只要得到星輝水壺的滋潤，它們都會在陽光下綻放出絢麗的色彩，為農夫們帶來無盡的喜悅和滿足感。",0,item-icon-316,316,星輝水壺,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著黃金光芒的劍，刀鋒鋒利無比。它的貴重材質賦予了它強大的攻擊力和耐久性，成為戰士們追求的象徵。在戰鬥中，黃金劍能夠輕鬆劈開敵人的防禦，將敵人斬於馬下。無論是面對單個敵人還是大規模戰鬥，黃金劍都是戰士們最可靠的夥伴。",0,item-icon-317,317,黃金劍,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著寶石般光芒的劍，刀鋒鋒利無比，能夠輕鬆劈開敵人的防禦。它是戰士們的首選武器，讓你在戰場上成為無敵的戰鬥之王。",0,item-icon-318,318,鑽石劍,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把閃耀著星光的劍，刀鋒如流星劃過夜空般迅猛。它的鋒利能夠輕鬆劈開敵人的防禦，釋放出無盡的力量。持有者能夠感受到星辰的力量注入自己的身體，成為戰鬥中的不可忽視的存在。",0,item-icon-319,319,星輝劍,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一種稀有的採集工具，由純金製成。它的細密齒間能夠輕鬆地收集各種珍貴資源，如草藥、寶石和礦石。使用黃金採集頭髮，你將能夠以極高的效率進行採集，獲得更多珍貴的資源。",0,item-icon-320,320,黃金採集頭髮,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為採集者設計的，由精選的黃金絲綢製成。它輕盈舒適，提供了出色的保護和靈活性，讓採集者在艱險的環境中能夠自如地進行採集活動。它的金色外觀散發著奢華和獨特的魅力，讓穿戴者在冒險中成為眾人矚目的焦點。",0,item-icon-321,321,黃金採集上衣,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套是專為採集者設計的，由精細的黃金絲線編織而成。它們不僅提供了卓越的保護，還賦予了採集者超凡的敏捷和靈巧。穿上黃金採集手套，你的手指將如同舞動的精靈，輕鬆地收集各種珍貴資源，讓你成為採集領域的無敵之王。",0,item-icon-322,322,黃金採集手套,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為採集者設計的，採用了高品質的黃金絲線製成。它具有出色的耐久性和舒適度，讓採集者在艱苦的工作中保持輕鬆愉快的狀態。褲子上配備了多個實用的口袋和工具搭扣，方便採集者攜帶和使用各種採集工具。無論是採集珍貴礦石、稀有草藥還是珍稀資源，黃金採集褲子都能為採集者提供卓越的效率和舒適體驗。",0,item-icon-323,323,黃金採集褲子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為採集者設計的，採用了黃金材質製作而成。它們輕巧舒適，具有出色的抓地力和耐久性，讓採集者在各種地形中自如行動。這雙鞋子還配備了特殊的採集技能增益，能夠提升採集者的效率和收穫品質。無論是在茂密的森林、險峻的山脈還是廣袤的原野，黃金採集鞋子都是採集者們的不可或缺的夥伴。",0,item-icon-324,324,黃金採集鞋子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把專為採集者設計的工具，其鋒利的刀刃能夠輕鬆切割堅硬的礦石和寶石。無論是挖掘珍貴的鑽石礦脈還是收集稀有的寶石，這把頭發都能幫助你快速而有效地完成任務。它的精確度和耐久性使其成為採集者們的首選工具之一。",0,item-icon-325,325,鑽石採集頭髮,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為採集者設計的，以提供最佳的採集體驗。它採用高品質的材料製成，輕盈而耐用，讓你在採集鑽石時保持舒適和靈活。它具有強大的防護能力，能夠抵禦野外環境的各種挑戰和危險。無論是在山脈、洞穴還是河流中，這件上衣都是你最可靠的夥伴，讓你成為真正的鑽石採集專家。",0,item-icon-326,326,鑽石採集上衣,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套是專為採集者設計的，以提升鑽石採集效率而製作。手套表面覆蓋著堅固的護甲，保護手部免受傷害。內部則嵌入了精巧的機械裝置，能夠吸引並吸附周圍的鑽石，使採集過程更加迅速和高效。穿上這雙手套，你將成為鑽石的捕捉者，輕鬆收穫無數閃耀的寶石。",0,item-icon-327,327,鑽石採集手套,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為採集者設計的，以提高鑽石採集效率而聞名。它採用先進的材料製成，輕便舒適，具有出色的耐久性和靈活性。褲子上配備了特殊的鑽石採集工具，使採集者能夠迅速而精准地獲取珍貴的鑽石資源。無論是在山脈、洞穴還是礦脈中，這條褲子都是採集者的不可或缺的利器。穿上它，你將成為鑽石的真正收割者。",0,item-icon-328,328,鑽石採集褲子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子專為採集者設計，以提供最佳的鑽石採集體驗。它們採用輕盈耐用的材料製成，具有出色的抓地力和舒適度，讓你在艱難的地形中保持穩定。鞋子上配備了特殊的鑽石探測器，能夠精確地探測出附近的鑽石礦脈，讓你輕鬆地發現並採集寶貴的鑽石資源。無論是在山脈、洞穴還是河流中，這雙鞋子都是你成為頂級鑽石採集者的必備裝備。",0,item-icon-329,329,鑽石採集鞋子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一把精巧的鐮刀，閃耀著星光般的光芒。它專為採集者設計，用於收割各種植物的頭髮。鋒利的刀刃能夠輕鬆割斷頭髮，而頭部的星輝裝飾則賦予了它神秘而迷人的外觀。無論是採集草藥、採摘水果還是收集植物纖維，星輝採集頭髮都是你最可靠的夥伴。",0,item-icon-330,330,星輝採集頭髮,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一件輕盈而耐用的上衣，以星輝之力注入而成。它為採集者提供了額外的保護和便利，讓他們在採集珍貴資源時更加自信和高效。無論是摘取花朵、採集草藥還是挖掘礦石，星輝採集上衣都能為你提供舒適的工作環境，讓你的冒險之旅更加愉快和成功。",0,item-icon-331,331,星輝採集上衣,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套閃耀著星光，為採集者們提供了無與倫比的能力。穿上它們，你的手指將變得靈巧而敏銳，能夠輕鬆地採集各種珍貴資源。無論是採摘草藥、挖掘礦石還是收集稀有植物，星輝採集手套將成為你最忠實的夥伴，幫助你在廣闊的世界中收穫豐富的財富。",0,item-icon-332,332,星輝採集手套,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為採集者設計的，採用了高科技纖維材料製成，輕盈舒適，具有出色的透氣性和耐磨性。褲子上細緻的星輝圖案閃耀著微光，為採集者帶來好運和靈感。它的設計考慮到了採集者的需求，提供了充足的儲物空間和便捷的工具攜帶系統，讓採集者能夠自由地收集各種珍貴資源，無論是採摘植物、挖掘礦石還是捕捉小動物，都能得心應手。穿上星輝採集褲子，你將成為一名高效率的採集大師，探索世界的每個角落，收穫無盡的寶藏。",0,item-icon-333,333,星輝採集褲子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為採集者設計的，以星輝之力注入而成。它們輕巧舒適，具有出色的抓地力和靈敏度，讓採集者能夠在各種地形中迅速穿梭。鞋子上的特殊符文能夠增強採集者的感知力，使其能夠更容易發現珍貴的資源點。無論是在茂密的森林、險峻的山脈還是廣袤的原野，星輝採集鞋子都是採集者的最佳伴侶。",0,item-icon-334,334,星輝採集鞋子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這是一束閃耀如黃金般的戰士頭髮，散發著勇氣和力量的氣息。它是戰士們的驕傲，象徵著無畏的戰鬥精神和無盡的決心。穿戴它的戰士將在戰場上展現出無與倫比的威嚴和力量，成為敵人心中的恐懼之源。無論是面對怪物的猛烈攻擊，還是與其他玩家的激烈對決，黃金戰士頭髮將成為你的榮耀標誌，讓你在戰鬥中脫穎而出。",0,item-icon-335,335,黃金戰士頭髮,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為勇猛無畏的戰士設計的。它由精選的黃金絲線編織而成，散發著令人矚目的光芒。它提供出色的防禦力和抗性，讓戰士在激烈的戰鬥中保持堅不可摧的姿態。無論是面對強敵的猛烈攻擊還是在隊友中展現威嚴，黃金戰士上衣都是戰士們的最佳選擇。",0,item-icon-336,336,黃金戰士上衣,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套由純黃金打造而成，閃耀著奪目的光芒。它們不僅提供了卓越的防護，還賦予戰士無與倫比的力量和敏捷。戴上黃金戰士手套，你將成為戰場上的無敵之王，毫不畏懼地迎接一切挑戰。",0,item-icon-337,337,黃金戰士手套,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為勇敢的戰士設計的，由稀有的黃金絲線編織而成。它提供出色的防禦和靈活性，讓戰士在激烈的戰鬥中保持優勢。無論是面對強敵的猛烈攻擊還是迅速閃避敵人的攻擊，黃金戰士褲子都能為戰士提供可靠的保護和自由的動作。穿上它，戰士們將展現出無與倫比的威嚴和力量。",0,item-icon-338,338,黃金戰士褲子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為勇猛無畏的戰士而設計的。由純黃金打造而成，鞋面鑲嵌著閃耀的寶石，散發出令人矚目的光芒。它不僅提供了卓越的防護和舒適度，還賦予戰士無與倫比的速度和敏捷性。穿上黃金戰士鞋子，你將在戰場上如風般迅捷，無所畏懼。",0,item-icon-339,339,黃金戰士鞋子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
一束閃耀如鑽石般的頭髮，散發著強大的戰鬥能量。這頭髮是戰士們的驕傲，象徵著他們的勇氣和力量。每根發絲都充滿了戰鬥的熱情，能夠為戰士們帶來額外的力量和保護。穿戴這頭髮的戰士將在戰場上成為無敵的存在，讓敵人聞風喪膽。",0,item-icon-340,340,鑽石戰士頭髮,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為勇敢的戰士設計的，由堅韌的鑽石纖維編織而成。它提供出色的防禦力和抗性，能夠抵禦來自敵人的致命攻擊。無論是面對巨龍的火焰噴射還是惡魔的邪惡詛咒，鑽石戰士上衣都能保護戰士免受傷害。穿上它，你將成為戰場上的不可戰勝之士。",0,item-icon-341,341,鑽石戰士上衣,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套由稀有的鑽石材料製成，閃耀著無與倫比的光芒。它們為戰士們提供了卓越的防護和強大的攻擊力，使他們能夠在戰場上無往不勝。手套上的鑽石刻有古老的符文，賦予佩戴者神秘的力量，讓他們成為戰鬥中的不可忽視的存在。無論是抵擋敵人的攻擊還是發起毀滅性的打擊，鑽石戰士手套都是戰士們的最佳選擇。",0,item-icon-342,342,鑽石戰士手套,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為勇敢的戰士而設計的，採用高品質的鑽石纖維製成。它提供出色的防禦和靈活性，讓戰士在激烈的戰鬥中保持優越的機動性。無論是面對強敵的攻擊還是迅猛的招式，鑽石戰士褲子都能為戰士提供可靠的保護，讓他們在戰場上無所畏懼。",0,item-icon-343,343,鑽石戰士褲子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為勇敢的戰士設計的。它們由堅固的鑽石材料製成，提供出色的防護和靈活性。鞋子上的特殊紋路增強了戰士的移動速度，使其在戰鬥中更加敏捷。無論是追逐敵人還是閃避攻擊，鑽石戰士鞋子都是不可或缺的裝備。穿上它們，戰士們將在戰場上展現出無與倫比的力量和速度。",0,item-icon-344,344,鑽石戰士鞋子,"1,2,3,4,5",1,5,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這款炫目的頭髮是專為星輝戰士設計的。它閃耀著星光般的色彩，讓戰士在戰鬥中展現出無與倫比的威嚴和力量。頭髮的質地柔軟舒適，能夠保護戰士的頭部免受傷害。無論是在激烈的戰鬥中還是在和平的農田中，星輝戰士頭髮都是戰士們的驕傲之一。",0,item-icon-345,345,星輝戰士頭髮,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為勇敢的戰士設計的，以星輝之力注入而成。它提供出色的防禦和保護，讓戰士在激烈的戰鬥中保持堅定。無論是面對強敵的利劍，還是遠程攻擊的箭矢，星輝戰士上衣都能為戰士提供可靠的護甲，讓他們在戰場上閃耀光芒。",0,item-icon-346,346,星輝戰士上衣,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套散發著閃耀的星輝，為戰士們提供了強大的護手保護。它們由堅韌的材料製成，能夠抵禦敵人的攻擊，並賦予戰士們更強的力量和敏捷。無論是揮舞劍刃、揮動錘子還是拉弓射箭，星輝戰士手套都能幫助戰士們在戰鬥中保持穩定的掌握力和精准的攻擊。穿上這雙手套，戰士們將成為戰場上的真正明星，無人能敵。",0,item-icon-347,347,星輝戰士手套,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為勇敢的戰士設計的，以星輝之力注入其中。它提供了出色的防禦和靈活性，讓戰士在激烈的戰鬥中保持優勢。無論是迅捷的閃避還是強力的攻擊，這條褲子都能為戰士提供可靠的保護和自由的動作。穿上它，戰士們將成為星輝中最耀眼的存在。",0,item-icon-348,348,星輝戰士褲子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為勇敢的戰士設計的，以星輝之力注入而成。它們輕巧耐用，提供出色的腳步靈活性和穩定性，讓戰士在戰鬥中能夠迅速穿梭並保持平衡。鞋子上鑲嵌著微小的星輝寶石，散發出微光，不僅增添了戰士的威嚴，還賦予了額外的力量和保護。無論是追逐敵人還是躲避攻擊，星輝戰士鞋子都是戰士們最可靠的夥伴。",0,item-icon-349,349,星輝戰士鞋子,"1,2,3,4,5",1,6,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這是一束閃耀著金色光芒的頭髮，象徵著農場主的榮耀與財富。穿戴它的農場主將獲得額外的種田收益，讓他們的農作物茁壯成長，豐收無限。這是農場主們引以為傲的標誌，也是他們努力工作的象徵。",0,item-icon-350,350,黃金農場主頭髮,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這件上衣是專為那些熱愛農田的農場主設計的。它由頂級黃金絲綢製成，輕盈而耐用，讓你在農田間自如穿行。它不僅提供了出色的防護，還賦予了農場主們一種威嚴和尊貴的氣質。無論是耕種、種植還是收穫，黃金農場主上衣都是你最可靠的夥伴。",0,item-icon-351,351,黃金農場主上衣,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙手套是專為農場主設計的，以黃金為材料製成。它們具有出色的耐久性和舒適度，讓農場主在種植和收穫時感受到無與倫比的靈巧和精准。無論是播種作業還是收割季節，黃金農場主手套都是農場主們最可靠的夥伴。",0,item-icon-352,352,黃金農場主手套,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這條褲子是專為農場主設計的，採用優質黃金絲織成，輕盈舒適。它具有強大的耐久性和防護能力，讓農場主在田地裏快樂地工作。無論是耕種、種植還是收割，這條褲子都能提供最佳的靈活性和保護，讓你成為農場中的真正主宰。",0,item-icon-353,353,黃金農場主褲子,"1,2,3,4",1,4,1
1,"通過合成可以獲得這個物品.
裝備上可提升屬性
-------
這雙鞋子是專為農場主設計的，採用頂級黃金材質製成。它們輕巧舒適，具有出色的耐久性和防滑功能，讓農場主在田地裏行走時更加穩定和自信。這雙鞋子不僅展現了農場主的地位和財富，還賦予他們更高的種田效率和快樂的農耕體驗。",0,item-icon-354,354,黃金農場主鞋子,"1,2,3,4",1,4,1
