canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez votre probabilité de survie en combat.
-------
Fabriqués à partir d'or pur, ces gants étincellent d'une radiance éblouissante. Ils offrent non seulement une protection exceptionnelle, mais confèrent également une force et une agilité inégalées au guerrier. En portant les gants de guerrier en or, vous devenez le roi invincible du champ de bataille, affrontant sans crainte tous les défis.
",0,item-icon-337,337,"Gant de combat en or de niveau 4
","1,2,3,4",283,0,2,999,0,1,4,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez votre probabilité de survie en combat.
-------
Conçus pour les guerriers courageux, ces pantalons sont tissés à partir de fils d'or rares. Ils offrent une excellente défense et une grande flexibilité, permettant aux guerriers de maintenir un avantage dans les combats intenses. Qu'il s'agisse de faire face aux attaques féroces des ennemis ou d'esquiver rapidement les assauts, les pantalons de guerrier en or offrent une protection fiable et une liberté de mouvement. En les enfilant, les guerriers affichent une autorité et une force inégalées.
",0,item-icon-338,338,"Pantalon de combat en or de niveau 4
","1,2,3,4",285,0,2,999,0,1,4,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez votre probabilité de survie en combat.
-------
Spécialement conçues pour les guerriers intrépides, ces chaussures sont fabriquées en or pur, incrustées de pierres précieuses scintillantes qui émettent une radiance frappante. Elles offrent non seulement une excellente protection et un grand confort, mais confèrent également une vitesse et une agilité inégalées au guerrier. En portant les bottes de guerrier en or, vous serez aussi rapide que le vent sur le champ de bataille, sans craindre quoi que ce soit.
",0,item-icon-339,339,"Chaussures de combat en or de niveau 4
","1,2,3,4",286,0,2,999,0,1,4,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez votre probabilité de survie en combat.
-------
Cette crinière radieuse, brillant comme des diamants, émane d'une énergie de combat puissante. Cette crinière est un fier emblème pour les guerriers, symbolisant leur courage et leur force. Chaque mèche est remplie de la passion du combat, offrant une force et une protection supplémentaires aux guerriers. Les guerriers qui portent cette crinière deviennent invincibles sur le champ de bataille, semant la peur dans le cœur de leurs ennemis.
",0,item-icon-340,340,"Chapeau de combat en diamant de niveau 5
","1,2,3,4,5",292,0,2,999,0,1,5,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez votre probabilité de survie en combat.
-------
Exclusivement conçue pour les guerriers courageux, cette armure est tissée à partir de fibres de diamant résistantes. Elle offre une excellente capacité de défense et une résistance contre les attaques mortelles des ennemis. Que vous affrontiez le souffle de feu d'un dragon ou les malédictions maléfiques des démons, l'armure de guerrier en diamant protège le guerrier des dangers. En la portant, vous devenez une force invincible sur le champ de bataille.
",0,item-icon-341,341,"Manteau de combat en diamant de niveau 5
","1,2,3,4,5",290,0,2,999,0,1,5,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmentez votre probabilité de survie en combat.
-------
Fabriqués à partir de matériaux de diamant rares, ces gants étincellent d'une radiance inégalée. Ils offrent une protection exceptionnelle et une puissance d'attaque redoutable aux guerriers, leur permettant d'être imbattables sur le champ de bataille. Les gants sont gravés de runes anciennes, conférant au porteur des pouvoirs mystérieux, faisant de lui une présence incontournable en combat. Que ce soit pour se défendre contre les attaques ennemies ou pour lancer des attaques dévastatrices, les gants de guerrier en diamant sont le meilleur choix pour les guerriers.",0,item-icon-342,342,"Gant de combat en diamant de niveau 5
","1,2,3,4,5",291,0,2,999,0,1,5,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Spécialement conçu pour les guerriers courageux, ce pantalon est fabriqué à partir de fibres de diamant de haute qualité. Il offre une excellente défense et flexibilité, permettant aux guerriers de maintenir une manœuvrabilité supérieure dans les batailles féroces. Que ce soit face à de fortes attaques ennemies ou à des manœuvres rapides, le pantalon du guerrier en diamant offre une protection fiable aux guerriers, les rendant intrépides sur le champ de bataille.
",0,item-icon-343,343,"Pantalon de combat en diamant de niveau 5
","1,2,3,4,5",293,0,2,999,0,1,5,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Spécialement conçues pour les guerriers courageux, ces bottes sont fabriquées à partir d'un matériau en diamant solide, offrant une excellente protection et flexibilité. Les motifs spéciaux sur les chaussures améliorent la vitesse de déplacement du guerrier, les rendant plus agiles au combat. Que ce soit pour poursuivre des ennemis ou esquiver des attaques, les bottes du guerrier en diamant sont un équipement indispensable. En les portant, les guerriers afficheront une force et une vitesse inégalées sur le champ de bataille.
",0,item-icon-344,344,"Chaussures de combat en diamant de niveau 5
","1,2,3,4,5",294,0,2,999,0,1,5,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Cette chevelure éblouissante est conçue exclusivement pour les guerriers de la lumière des étoiles. Elle scintille de couleurs étoilées, permettant aux guerriers de dégager une majesté et une puissance inégalées au combat. La texture des cheveux est douce et confortable, capable de protéger la tête du guerrier des blessures. Que ce soit dans un combat intense ou dans des terres agricoles paisibles, les cheveux du guerrier de la lumière des étoiles sont une source de fierté pour les guerriers.
",0,item-icon-345,345,Chapeau de combat étoile de niveau 6,"1,2,3,4,5",299,0,2,999,0,1,6,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Conçu sur mesure pour les guerriers courageux, ce vêtement est imprégné du pouvoir de la lumière des étoiles. Il offre une excellente défense et protection, permettant aux guerriers de rester fermes dans les batailles féroces. Que ce soit face à de puissantes attaques à l'épée ou à des attaques de flèches à longue portée, la chemise du guerrier de la lumière des étoiles offre une armure fiable, faisant briller les guerriers sur le champ de bataille.
",0,item-icon-346,346,Manteau de combattant étoile de niveau 6,"1,2,3,4,5",297,0,2,999,0,1,6,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Émettant une lueur étincelante, ces gants offrent une protection puissante pour les mains des guerriers. Fabriqués à partir de matériaux solides, ils peuvent résister aux attaques ennemies tout en conférant une plus grande force et agilité aux guerriers. Que ce soit en brandissant une épée, un marteau ou un arc et des flèches, les gants du guerrier de la lumière des étoiles aident les guerriers à maintenir des prises stables et des attaques précises. En enfilant ces gants, les guerriers deviendront de véritables étoiles sur le champ de bataille, inégalés par tous.
",0,item-icon-347,347,Gant de combattant étoile de niveau 6,"1,2,3,4,5",298,0,2,999,0,1,6,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Imprégné du pouvoir de la lumière des étoiles, ce pantalon offre une excellente défense et flexibilité, permettant aux guerriers de maintenir un avantage dans les batailles intenses. Que ce soit des esquives rapides ou des attaques puissantes, ce pantalon offre une protection fiable et une liberté de mouvement pour les guerriers. En les portant, les guerriers deviennent la présence la plus éblouissante au sein de la lumière des étoiles.
",0,item-icon-348,348,Pantalon de combattant étoile de niveau 6,"1,2,3,4,5",300,0,2,999,0,1,6,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Augmente votre probabilité de survie lors des combats.
-------
Spécialement conçues pour les guerriers courageux, ces chaussures sont imprégnées du pouvoir de la lumière des étoiles. Elles sont légères et durables, offrant une excellente flexibilité et stabilité aux pieds, permettant aux guerriers de se déplacer rapidement et de maintenir leur équilibre au combat. Incrustées de petites pierres précieuses de lumière des étoiles, ces chaussures améliorent non seulement la majesté du guerrier, mais offrent également une force et une protection supplémentaires. Que ce soit pour poursuivre des ennemis ou éviter des attaques, les chaussures du guerrier de la lumière des étoiles sont les compagnons les plus fiables des guerriers.
",0,item-icon-349,349,Chaussures de combattant étoile de niveau 6,"1,2,3,4,5",301,0,2,999,0,1,6,1,
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Il s'agit d'une touffe de cheveux dorés et rayonnants, symbolisant l'honneur et la richesse des agriculteurs. Les agriculteurs qui le portent obtiendront des rendements agricoles supplémentaires, permettant à leurs cultures de pousser vigoureusement, conduisant à des récoltes illimitées. C'est un symbole de fierté pour les agriculteurs, signifiant leur travail acharné.
",0,item-icon-350,350,Chapeau de fermier doré de niveau 4,"1,2,3,4",209,0,1,999,0,1,4,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Conçu spécialement pour les propriétaires de fermes qui aiment les champs, il est fabriqué à partir de soie dorée de haute qualité, léger et durable, permettant une liberté de mouvement dans les terres agricoles. Offrant une excellente protection, il confère également un sentiment de dignité et de noblesse aux agriculteurs. Que ce soit pour labourer, planter ou récolter, la chemise du fermier doré est votre compagnon le plus fiable.
",0,item-icon-351,351,Manteau de fermier doré de niveau 4,"1,2,3,4",207,0,1,999,0,1,4,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçus pour les propriétaires de fermes, fabriqués en or, ces gants offrent une durabilité et un confort exceptionnels, permettant aux agriculteurs de bénéficier d'une dextérité et d'une précision inégalées lors de la plantation et de la récolte. Que ce soit pendant les saisons de semis ou les périodes de récolte, les gants du fermier doré sont les compagnons les plus fiables des propriétaires de fermes.
",0,item-icon-352,352,Gant de fermier doré de niveau 4,"1,2,3,4",208,0,1,999,0,1,4,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçu pour les propriétaires de fermes, fait de soie dorée de première qualité, ce pantalon est léger et confortable. Il offre une durabilité et une protection robustes, permettant aux propriétaires de fermes de travailler joyeusement dans les champs. Que ce soit pour labourer, planter ou récolter, ce pantalon offre la meilleure flexibilité et protection, vous rendant le véritable maître de la ferme.
",0,item-icon-353,353,Pantalon de fermier doré de niveau 4,"1,2,3,4",210,0,1,999,0,1,4,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçues pour les propriétaires de fermes et fabriquées à partir de matériaux en or de première qualité, ces chaussures sont légères, confortables, durables et antidérapantes, permettant aux propriétaires de fermes de marcher de manière plus stable et confiante dans les champs. Ces chaussures ne symbolisent pas seulement le statut et la richesse des propriétaires de fermes, mais leur confèrent également une efficacité agricole accrue et une expérience agricole joyeuse. Que ce soit pour labourer, récolter ou s'occuper des cultures, les chaussures du fermier doré sont un outil indispensable.
",0,item-icon-354,354,Chaussures de fermier doré de niveau 4,"1,2,3,4",211,0,1,999,0,1,4,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Une tête de cheveux éblouissante, semblable à un diamant, dégage une aura de luxe et de richesse. Cette coiffure exclusive pour les agriculteurs symbolise leur travail acharné et leurs récoltes réussies dans les champs. Que ce soit pour planter, récolter ou s'occuper des cultures, ces cheveux en diamant vous remplissent de confiance et de charme en tant qu'agriculteur.
",0,item-icon-355,355,Chapeau de fermier en diamant de niveau 5,"1,2,3,4,5",217,0,1,999,0,1,5,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçu pour les agriculteurs qui aiment la vie agricole, il est fabriqué à partir de fibres de diamant de haute qualité, léger, confortable et extrêmement durable. Cette chemise offre une performance de protection exceptionnelle et possède des propriétés d'évacuation de l'humidité, vous assurant de rester sec et à l'aise pendant que vous travaillez dans les champs. Que ce soit pour labourer, planter ou récolter, la chemise du fermier en diamant est votre compagnon le plus fiable.
",0,item-icon-356,356,Manteau de fermier en diamant de niveau 5,"1,2,3,4,5",215,0,1,999,0,1,5,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçus pour les agriculteurs, ornés de diamants, alliant parfaitement luxe et praticité. Fabriqués à partir de matériaux de première qualité, ces gants offrent une excellente protection et un grand confort. Ils améliorent l'agilité et l'efficacité de l'agriculteur pendant le processus agricole, permettant une culture plus rapide et des récoltes abondantes. Que ce soit pour semer des graines ou récolter les récompenses, ces gants sont un fidèle allié de l'agriculteur, faisant de lui un véritable magnat de l'agriculture.
",0,item-icon-357,357,Gant de fermier en diamant de niveau 5,"1,2,3,4,5",216,0,1,999,0,1,5,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçu pour les amateurs d'agriculture, fabriqué à partir de matériaux de haute qualité, confortable et durable. Ornées de diamants scintillants, reflétant le statut et la richesse de l'agriculteur. Lorsque vous les portez, vous vivrez une joie agricole inégalée, vous rendant plus efficace et confiant dans votre travail agricole. Que ce soit pour planter, semer ou récolter, ces pantalons seront votre partenaire le plus fiable.
",0,item-icon-358,358,Pantalon de fermier en diamant de niveau 5,"1,2,3,4,5",218,0,1,999,0,1,5,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçues pour les agriculteurs et fabriquées à partir de matériaux de première qualité, ces chaussures sont durables, confortables, antidérapantes et offrent aux agriculteurs une facilité lors de longues heures passées dans les champs. Les semelles des chaussures sont renforcées pour empêcher les objets pointus de les percer tout en offrant une excellente adhérence, assurant ainsi une stabilité sur les terrains humides et glissants. Ces chaussures sont également ornées de quelques embellissements en diamant cachés, reflétant le goût unique de l'agriculteur et son statut réussi. Que ce soit pour labourer, récolter ou s'occuper des cultures, les chaussures du fermier en diamant sont un outil indispensable.
",0,item-icon-359,359,Chaussures de fermier en diamant de niveau 5,"1,2,3,4,5",219,0,1,999,0,1,5,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Un accessoire capillaire élégant parfait pour les agriculteurs travailleurs. Émettant une radiance semblable à une étoile, il vous permet de briller brillamment dans les champs. Que ce soit pour planter, récolter ou s'occuper des cultures, ces cheveux vous apportent chance et fierté d'agriculteur, vous faisant briller dans la communauté agricole !
",0,item-icon-360,360,Chapeau de fermier étoile de niveau 6,"1,2,3,4,5",224,0,1,999,0,1,6,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçu pour les agriculteurs et inspiré par la lumière des étoiles, dégageant une atmosphère joyeuse. Fabriqué à partir de matériaux légers, il est confortable et durable, permettant aux agriculteurs de rester à l'aise et agiles pendant les activités agricoles chargées. Que ce soit pour labourer, récolter ou nourrir les animaux, cette chemise offre aux agriculteurs une protection et une commodité suffisantes, rendant chaque jour de travail à la ferme animé et joyeux !
",0,item-icon-361,361,Manteau de fermier étoile de niveau 6,"1,2,3,4,5",222,0,1,999,0,1,6,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Imprégnés du pouvoir de la lumière des étoiles et spécialement conçus pour les agriculteurs, ils offrent une excellente protection et dextérité, permettant aux agriculteurs de cultiver facilement les cultures dans les champs. Les motifs délicats sur les gants améliorent les sensations tactiles de l'agriculteur, lui permettant de manier les houes et les brosses avec plus de précision, créant de beaux paysages agricoles. Que ce soit pour labourer, semer ou récolter, les gants du fermier de la lumière des étoiles sont le compagnon le plus fiable des agriculteurs.
",0,item-icon-362,362,Gant de fermier étoile de niveau 6,"1,2,3,4,5",223,0,1,999,0,1,6,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçu pour les agriculteurs et fabriqué à partir de matériaux doux et confortables, ce pantalon offre une excellente durabilité et respirabilité, permettant aux agriculteurs de rester à l'aise et flexibles pendant les travaux de terrain chargés. Le motif étoilé délicat sur le pantalon symbolise le travail acharné et les espoirs de l'agriculteur, lui apportant chance et récoltes abondantes. Que ce soit pour planter, semer ou récolter, ce pantalon est le partenaire le plus fiable de l'agriculteur.
",0,item-icon-363,363,Pantalon de fermier étoile de niveau 6,"1,2,3,4,5",225,0,1,999,0,1,6,1,718
4,1,"Vous pouvez obtenir cet objet par synthèse.
Lorsqu'il est équipé, il peut améliorer les attributs. Réduisez les risques de flétrissement de vos cultures.
-------
Spécialement conçues pour les agriculteurs et fabriquées à partir de matériaux légers et durables. Elles offrent une excellente résistance au glissement, assurant la stabilité des agriculteurs lorsqu'ils marchent dans les champs. Le motif étoilé délicat sur les chaussures symbolise la sagesse et la diligence de l'agriculteur. Que ce soit pour l'agriculture, la plantation ou la récolte, ces chaussures offrent confort et protection, laissant les empreintes de l'agriculteur dans les champs.
",0,item-icon-364,364,Chaussures de fermier étoile de niveau 6,"1,2,3,4,5",226,0,1,999,0,1,6,1,718
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Os dur ! Doit provenir d'un certain organisme.
",0,item-icon-365,365,Os solide,1,13,0,2,4,1,4,4,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Plante ? Animal ? Ou quelque chose entre les deux ?
",0,item-icon-366,366,Tête d'œuf,1,14,0,2,4,1,4,4,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
On dirait qu'il n'a pas été coupé directement d'un arbre, plutôt comme le nez d'un bonhomme de neige.
",0,item-icon-367,367,Bois exquis,1,15,0,2,4,1,4,4,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Os dur ! Il brille aussi !
",0,item-icon-368,368,Squelette lumineux,1,17,0,2,5,1,4,5,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Ça a l'air un peu effrayant...
",0,item-icon-369,369,Gros œil,1,18,0,2,5,1,4,5,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Une paire d'ailes délicates, irrésistibles.
",0,item-icon-370,370,Ailes elfiques,1,16,0,2,5,1,4,5,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Ça ressemble à une balle, toute ronde.
",0,item-icon-371,371,Carapace de tortue en cristal,1,21,0,2,6,1,4,6,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Pas besoin de bougies la nuit.
",0,item-icon-372,372,Feu follet,1,19,0,2,6,1,4,6,1,
"1,3,4",1," Tuer des monstres du même niveau peut permettre d'obtenir cet objet.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Plutôt petit, ne peut pas être utilisé directement, mais devrait servir de matériau de fabrication.
",0,item-icon-373,373,Baguette magique,1,20,0,2,6,1,4,6,1,
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner l'obtention de graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Un pissenlit doré, vraiment rare.
",0,item-icon-374,374,Pissenlit doré,1,37,0,3,4,1,4,4,1,
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner l'obtention de graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Une fleur de cactus.
",0,item-icon-375,375,Fleur de cactus,1,57,0,3,4,1,4,4,1,
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner l'obtention de graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Cette pierre doit être un bon acteur.
",0,item-icon-376,376,Racso,1,75,0,3,4,1,4,4,1,
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner l'obtention de graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Ça a l'air tranchant, fais attention à ne pas te couper.
",0,item-icon-377,377,Diamant en forme de fibre,1,39,0,3,5,1,4,5,1,
"1,3,4",1," Collecter des matériaux du même niveau peut entraîner l'obtention de graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
En le tapotant légèrement, on peut produire un son agréable.",0,item-icon-378,378,Diamant en forme de note,1,59,0,3,5,1,4,5,1,
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner des graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Un morceau de pierre très mignon 
",0,item-icon-379,379,Diamant en forme d'ours,1,77,0,3,5,1,4,5,1,
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner des graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Regarde, cette petite fleur ressemble tellement à une fée 
",0,item-icon-380,380,Fleur elfique,1,41,0,3,6,1,4,6,1,
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner des graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Quand j'étais enfant, je souhaitais attraper des étoiles dans un bocal, est-ce que cela réalise mon souhait ? 
",0,item-icon-381,381,Étoile en conserve,1,61,0,3,6,1,4,6,1,
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner des graines supplémentaires.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Une si belle pierre, comme une comète de l'espace 
",0,item-icon-382,382,Météorite,1,79,0,3,6,1,4,6,1,
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
L'un des aliments de base les plus courants dans le monde 
",0,item-icon-383,383,Blé,1,96,0,1,4,1,4,4,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Je me souviens d'un jeu où cette chose tire des balles 
",0,item-icon-384,384,Pois,1,98,0,1,4,1,4,4,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Même à travers l'écran, je peux sentir l'arôme 
",0,item-icon-385,385,Ail,1,97,0,1,4,1,4,4,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Certaines personnes font frire le cœur de cette fleur en collation, c'est bon 
",0,item-icon-386,386,Tournesol,1,99,0,1,5,1,4,5,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Cette chose convient davantage à une vigne 
",0,item-icon-387,387,Raisin,1,100,0,1,5,1,4,5,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Un autre des aliments de base les plus courants dans le monde 
",0,item-icon-388,388,Pomme de terre,1,101,0,1,5,1,4,5,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
J'ai été surpris 
",0,item-icon-389,389,Chomper,1,102,0,1,6,1,4,6,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
On dirait une trompette 
",0,item-icon-390,390,Fleur de volubilis,1,103,0,1,6,1,4,6,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en plantant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Une racine de manioc 
",0,item-icon-391,391,Manioc,1,104,0,1,6,1,4,6,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Dans un certain jeu, cette chose peut favoriser la croissance des plantes, mais cela ne semble pas être le cas ici 
",0,item-icon-392,392,Farine d'os,1,123,0,1,4,1,4,4,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Très flexible, peut être façonné en corde ou en fil 
",0,item-icon-393,393,Vigne résistante,1,125,0,1,4,1,4,4,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Une énorme feuille 
",0,item-icon-394,394,Feuille orange,1,124,0,1,4,1,4,4,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Ne soyez pas effrayé par son apparence, cette chose est aussi bonne que n'importe quelle épice au monde 
",0,item-icon-395,395,Épice sombre,1,128,0,1,5,1,4,5,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il émet une légère lumière 
",0,item-icon-396,396,Poudre d'os luminescente,1,127,0,1,5,1,4,5,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Hé, tu aimes les batailles de boules de neige ? 
",0,item-icon-397,397,Boule de neige elfique,1,126,0,1,5,1,4,5,1,718
"1,3,4",1,"Vous pouvez obtenir ce type de matériau en élevage.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Des écailles tombées de la carapace de tortue, vraiment magnifiques",0,item-icon-398,398,Écaille de coquillage,1,131,0,1,6,1,4,6,1,718
"1,3,4",1," Vous pouvez obtenir ce type de matériau par reproduction.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Une flèche délicate
",0,item-icon-399,399,Flèche raffinée,1,129,0,1,6,1,4,6,1,718
"1,3,4",1," Vous pouvez obtenir ce type de matériau par reproduction.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Agréable et chaud, cela ferait sûrement de bons vêtements !
",0,item-icon-400,400,Peluche de lapin des neiges,1,130,0,1,6,1,4,6,1,718
"1,3,4",1," Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Essence de combat, utile pour la synthèse de divers équipements
",0,item-icon-401,401,Essence de combat de niveau 4,1,162,0,2,4,0,4,4,1,
