designateOptions-string,details-string,difficulty-int,expReward-int[][],id-int,isSelfEnd-bool,itemReward-int,name-string,level-int[][],preTaskReq-int[],chanceOptions-string,unlockDungeon-int[]
,Trống,0,"3,415",159,1,0, [154]Phần thưởng - Thu thập - 4,,,"{""options"":[{""optionType"":1,""value"":""485,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""485,1,200"",""guiderPoint"":0}]}",
,Trống,0,"3,588",160,1,0, [155]Phần thưởng - Thu thập - 5,,,"{""options"":[{""optionType"":1,""value"":""486,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,100"",""guiderPoint"":0},{""optionType"":1,""value"":""486,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,831",161,1,0, [156]Phần thưởng - Thu thập - 6,,,"{""options"":[{""optionType"":1,""value"":""487,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,100"",""guiderPoint"":0},{""optionType"":1,""value"":""487,1,200"",""guiderPoint"":0}]}",
"{""options"":[{""optionType"":4,""value"":""6,1"",""guiderPoint"":2101},{""optionType"":4,""value"":""7,1"",""guiderPoint"":3501},{""optionType"":4,""value"":""8,1"",""guiderPoint"":3401}]}"," Tiêu diệt những con quái vật này để chứng minh sức mạnh của bạn.Sau khi hoàn thành nhiệm vụ, sẽ mở khóa trường thử nghiệm đặc biệt - Flower Peak.",0,"2,84",163,0,0," [65]Bài kiểm tra của Victor
",,215,,20000
"{""options"":[{""optionType"":4,""value"":""12,1"",""guiderPoint"":20202},{""optionType"":4,""value"":""13,1"",""guiderPoint"":20101},{""optionType"":4,""value"":""14,1"",""guiderPoint"":20204}]}"," Tiêu diệt những con quái vật này để chứng minh bạn là một cá nhân mạnh mẽ.Sau khi hoàn thành nhiệm vụ, sẽ mở khóa trường thử nghiệm đặc biệt - Floating Realm.",0,"2,237",164,0,0," [66]Bài kiểm tra của Magnus
",,215,,20001
"{""options"":[{""optionType"":4,""value"":""102,1"",""guiderPoint"":20207},{""optionType"":4,""value"":""103,1"",""guiderPoint"":20206},{""optionType"":4,""value"":""104,1"",""guiderPoint"":20207}]}","Hãy tiêu diệt những con quái vật này trong Vùng Động để chứng minh sức mạnh của bạn.Sau khi hoàn thành nhiệm vụ, khu vực thử nghiệm đặc biệt sẽ được mở khóa - Vùng Cổ Đại.",0,"2,672",165,0,0," [159]Viện trợ cho Sprite
",,215,,20002
"{""options"":[{""optionType"":4,""value"":""45,1"",""guiderPoint"":30102},{""optionType"":4,""value"":""46,1"",""guiderPoint"":30102},{""optionType"":4,""value"":""47,1"",""guiderPoint"":30102}]}","Chứng minh sức mạnh của bạn bằng cách tiêu diệt những con quái vật sau đây. Sau khi hoàn thành, đấu trường sẽ được mở khóa.",0,"2,84",166,0,0,"[68]Tiêu diệt quái vật ở Đỉnh Hoa 
",,163,,21001
"{""options"":[{""optionType"":4,""value"":""26,1"",""guiderPoint"":30103},{""optionType"":4,""value"":""27,1"",""guiderPoint"":30103},{""optionType"":4,""value"":""28,1"",""guiderPoint"":30103}]}","Chứng minh sức mạnh của bạn bằng cách tiêu diệt những con quái vật sau đây. Sau khi hoàn thành, đấu trường sẽ được mở khóa.",0,"2,237",167,0,0," [69]Tiêu diệt quái vật ở Vùng Trôi 
",,164,,21002
"{""options"":[{""optionType"":4,""value"":""58,1"",""guiderPoint"":30104},{""optionType"":4,""value"":""57,1"",""guiderPoint"":30104},{""optionType"":4,""value"":""59,1"",""guiderPoint"":30104}]}","Chứng minh sức mạnh của bạn bằng cách tiêu diệt những con quái vật sau đây. Sau khi hoàn thành, đấu trường sẽ được mở khóa.",0,"2,672",168,0,0," [70]Tiêu diệt quái vật ở Vùng Cổ xưa 
",,165,,21003
"{""options"":[{""optionType"":1,""value"":""30,2"",""guiderPoint"":30102},{""optionType"":1,""value"":""31,2"",""guiderPoint"":30102},{""optionType"":1,""value"":""32,1"",""guiderPoint"":30102}]}","Nộp các mục này, đấu trường solo sẽ được mở khóa.",0,"2,84",169,0,0, [163]Người biểu diễn đơn độc #1,,163,,22001
"{""options"":[{""optionType"":1,""value"":""37,2"",""guiderPoint"":30103},{""optionType"":1,""value"":""36,2"",""guiderPoint"":30103},{""optionType"":1,""value"":""38,2"",""guiderPoint"":30103}]}","Nộp các mục này, đấu trường solo sẽ được mở khóa.",0,"2,237",170,0,0, [164]Người biểu diễn đơn độc #2,,164,,22002
"{""options"":[{""optionType"":1,""value"":""371,2"",""guiderPoint"":30104},{""optionType"":1,""value"":""372,2"",""guiderPoint"":30104},{""optionType"":1,""value"":""373,2"",""guiderPoint"":30104}]}","Nộp các mục này, đấu trường solo sẽ được mở khóa.",0,"2,672",171,0,0, [165]Người biểu diễn đơn độc #3,,165,,22003
,Trống,0,"2,672",172,1,144, [166]Hàng ngày - Chiến đấu - 7,,,"{""options"":[{""optionType"":4,""value"":""112,2,200"",""guiderPoint"":0},{""optionType"":4,""value"":""113,2,200"",""guiderPoint"":0},{""optionType"":4,""value"":""114,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,672",173,1,144, [167]Hàng ngày - Chiến đấu - 8,,,"{""options"":[{""optionType"":4,""value"":""58,1,200"",""guiderPoint"":0},{""optionType"":4,""value"":""57,1,200"",""guiderPoint"":0},{""optionType"":4,""value"":""59,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""491,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""492,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""493,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,672",174,1,144, [168]Hàng ngày - Chiến đấu - 9,,,"{""options"":[{""optionType"":1,""value"":""491,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""492,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""493,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,950",175,1,145, [169]Hàng ngày - Chiến đấu - 7,,,"{""options"":[{""optionType"":4,""value"":""115,2,200"",""guiderPoint"":0},{""optionType"":4,""value"":""116,2,200"",""guiderPoint"":0},{""optionType"":4,""value"":""117,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,950",176,1,145, [170]Hàng ngày - Chiến đấu - 8,,,"{""options"":[{""optionType"":4,""value"":""63,1,200"",""guiderPoint"":0},{""optionType"":4,""value"":""62,1,200"",""guiderPoint"":0},{""optionType"":4,""value"":""64,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""503,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""504,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""505,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,950",177,1,145,"[171]Hàng ngày - Chiến đấu - 9
",,,"{""options"":[{""optionType"":1,""value"":""503,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""504,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""505,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,1344",178,1,146," [172]Hàng ngày - Chiến đấu - 7
",,,"{""options"":[{""optionType"":4,""value"":""118,2,200"",""guiderPoint"":0},{""optionType"":4,""value"":""119,2,200"",""guiderPoint"":0},{""optionType"":4,""value"":""120,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,1344",179,1,146," [173]Hàng ngày - Chiến đấu - 8
",,,"{""options"":[{""optionType"":4,""value"":""68,1,200"",""guiderPoint"":0},{""optionType"":4,""value"":""69,1,200"",""guiderPoint"":0},{""optionType"":4,""value"":""67,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""515,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""516,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""517,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,1344",180,1,146," [174]Hàng ngày - Chiến đấu - 9
",,,"{""options"":[{""optionType"":1,""value"":""515,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""516,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""517,2,200"",""guiderPoint"":0}]}",
,Trống,0,"2,1176",181,1,0," [175]Phần thưởng - Chiến đấu - 7
",,,"{""options"":[{""optionType"":1,""value"":""488,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""488,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""488,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,1663",182,1,0," [176]Phần thưởng - Chiến đấu - 8
",,,"{""options"":[{""optionType"":1,""value"":""489,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""489,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""489,1,200"",""guiderPoint"":0}]}",
,Trống,0,"2,2352",183,1,0," [177]Phần thưởng - Chiến đấu - 9
",,,"{""options"":[{""optionType"":1,""value"":""490,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""490,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""490,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,672",184,1,153," [178]Hàng ngày - Nông nghiệp - 7
",,,"{""options"":[{""optionType"":1,""value"":""497,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""497,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""500,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""500,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,672",185,1,153," [179]Hàng ngày - Nông nghiệp - 7
",,,"{""options"":[{""optionType"":1,""value"":""498,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""498,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""501,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""501,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""499,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""499,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""502,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""502,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,672",186,1,153," [180]Hàng ngày - Nông nghiệp - 7
",,,"{""options"":[{""optionType"":1,""value"":""497,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""497,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""500,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""500,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,950",187,1,154," [181]Hàng ngày - Nông nghiệp - 8
",,,"{""options"":[{""optionType"":1,""value"":""509,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""509,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""512,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""512,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,950",188,1,154," [182]Hàng ngày - Nông nghiệp - 8
",,,"{""options"":[{""optionType"":1,""value"":""510,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""510,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""513,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""513,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""511,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""511,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""514,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""514,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,950",189,1,154," [183]Hàng ngày - Nông nghiệp - 8
",,,"{""options"":[{""optionType"":1,""value"":""509,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""509,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""512,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""512,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,1344",190,1,155," [184]Hàng ngày - Nông nghiệp - 9
",,,"{""options"":[{""optionType"":1,""value"":""521,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""521,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""524,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""524,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,1344",191,1,155," [185]Hàng ngày - Nông nghiệp - 9
",,,"{""options"":[{""optionType"":1,""value"":""522,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""522,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""525,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""525,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""523,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""523,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""526,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""526,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,1344",192,1,155," [186]Hàng ngày - Nông nghiệp - 9
",,,"{""options"":[{""optionType"":1,""value"":""521,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""521,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""524,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""524,2,200"",""guiderPoint"":0}]}",
,Trống,0,"1,1176",193,1,0," [187]Phần thưởng - Nông nghiệp - 7
",,,"{""options"":[{""optionType"":1,""value"":""488,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""488,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""488,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,1663",194,1,0," [188]Phần thưởng - Nông nghiệp - 8
",,,"{""options"":[{""optionType"":1,""value"":""489,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""489,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""489,1,200"",""guiderPoint"":0}]}",
,Trống,0,"1,2352",195,1,0," [189]Phần thưởng - Nông nghiệp - 9
",,,"{""options"":[{""optionType"":1,""value"":""490,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""490,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""490,1,200"",""guiderPoint"":0}]}",
,Trống,0,"3,672",196,1,135," [190]Hàng ngày - Thu thập - 7
",,,"{""options"":[{""optionType"":3,""value"":""494,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""494,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""495,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""495,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""496,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""496,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,672",197,1,135," [191]Hàng ngày - Thu thập - 7
",,,"{""options"":[{""optionType"":1,""value"":""494,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""494,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""495,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""495,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""496,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""496,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,672",198,1,135," [192]Hàng ngày - Thu thập - 7
",,,"{""options"":[{""optionType"":3,""value"":""494,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""494,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""495,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""495,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""496,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""496,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,950",199,1,136," [193]Hàng ngày - Thu thập - 8
",,,"{""options"":[{""optionType"":3,""value"":""506,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""506,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""507,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""507,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""508,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""508,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,950",200,1,136," [194]Hàng ngày - Thu thập - 8
",,,"{""options"":[{""optionType"":1,""value"":""506,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""506,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""507,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""507,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""508,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""508,2,200"",""guiderPoint"":0}]}",
,Trống,0,"3,950",201,1,136, [195]Hàng ngày - Thu thập - 8,,,"{""options"":[{""optionType"":3,""value"":""506,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""506,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""507,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""507,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""508,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""508,2,200"",""guiderPoint"":0}]}",
,Trống rỗng,0,"3,1344",202,1,137,"[196]Hàng ngày - Thu thập - 9
",,,"{""options"":[{""optionType"":3,""value"":""518,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""518,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""519,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""519,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""520,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""520,2,200"",""guiderPoint"":0}]}",
,Trống rỗng,0,"3,1344",203,1,137," [197]Hàng ngày - Thu thập - 9
",,,"{""options"":[{""optionType"":1,""value"":""518,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""518,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""519,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""519,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""520,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""520,2,200"",""guiderPoint"":0}]}",
,Trống rỗng,0,"3,1344",204,1,137," [198]Hàng ngày - Thu thập - 9
",,,"{""options"":[{""optionType"":3,""value"":""518,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""518,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""519,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""519,2,200"",""guiderPoint"":0},{""optionType"":3,""value"":""520,1,200"",""guiderPoint"":0},{""optionType"":3,""value"":""520,2,200"",""guiderPoint"":0}]}",
,Trống rỗng,0,"3,1176",205,1,0," [199]Phần thưởng - Thu thập - 7
",,,"{""options"":[{""optionType"":1,""value"":""488,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""488,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""488,1,200"",""guiderPoint"":0}]}",
,Trống rỗng,0,"3,1663",206,1,0," [200]Phần thưởng - Thu thập - 8
",,,"{""options"":[{""optionType"":1,""value"":""489,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""489,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""489,1,200"",""guiderPoint"":0}]}",
,Trống rỗng,0,"3,2352",207,1,0, [201]Phần thưởng - Thu thập - 9,,,"{""options"":[{""optionType"":1,""value"":""490,1,200"",""guiderPoint"":0},{""optionType"":1,""value"":""490,2,200"",""guiderPoint"":0},{""optionType"":1,""value"":""490,1,200"",""guiderPoint"":0}]}",
"{""options"":[{""optionType"":4,""value"":""6,1"",""guiderPoint"":2101},{""optionType"":4,""value"":""8,1"",""guiderPoint"":3501},{""optionType"":4,""value"":""7,1"",""guiderPoint"":3401}]}",Trống rỗng,0,"2,147",208,0,0, [210]Thử thách hàng ngày,,21,,
"{""options"":[{""optionType"":4,""value"":""6,1"",""guiderPoint"":2101},{""optionType"":4,""value"":""8,1"",""guiderPoint"":3501},{""optionType"":4,""value"":""7,1"",""guiderPoint"":3401}]}",Trống rỗng,0,"2,147",209,0,0, [211]Huấn luyện PVEP,,215,,30002
"{""options"":[{""optionType"":5,""value"":""21,1"",""guiderPoint"":0}]}",Sử dụng vé quay số đúng cách,0,"2,50;3,50;1,50",210,0,0,[9]Sử dụng vé quay số đúng cách,,26,,
"{""options"":[{""optionType"":13,""value"":""485,86,359,10"",""guiderPoint"":30105}]}","Thế giới Lumi được chia thành ba khu vực: khu vực hòa bình, khu vực nguy hiểm và khu vực hỗn loạn. Hãy đi xem biên giới của khu vực, làm quen với nó.",0,"2,50;3,50;1,50",211,0,0, [15]Phân chia các khu vực trên thế giới,,216,,
"{""options"":[{""optionType"":3,""value"":""482,1"",""guiderPoint"":30101}]}",Thử tạo một Energy Slime.,0,"2,50;3,50;1,50",212,0,157, [10]Chuẩn bị Slime năng lượng,,26,,
"{""options"":[{""optionType"":2,""value"":""709,1"",""guiderPoint"":30101}]}",Thử tạo một Energy Restoration Potion và sử dụng nó.,0,"2,50;3,50;1,50",213,0,158,[11]Chế tạo một chai Năng lượng và sử dụng nó,,212,,
"{""options"":[{""optionType"":5,""value"":""45,1"",""guiderPoint"":0}]}",Có điều gì đó để làm hàng ngày.,0,"2,50;3,50;1,50",214,0,177, [12]Có việc để làm hàng ngày,,213,,30001
"{""options"":[{""optionType"":6,""value"":""30001,1,1"",""guiderPoint"":30103}]}",Hoàn thành một hang động hàng ngày.,0,"2,50;3,50;1,50",215,0,0, [13]Hoàn thành một hang động hàng ngày,,214,,
"{""options"":[{""optionType"":5,""value"":""45,1"",""guiderPoint"":0}]}",Nhiệm vụ Token là một trong những nguồn thu chính. Hoàn thành những nhiệm vụ này sẽ giúp bạn nhận được phần thưởng token. Hãy nói chuyện với Haski để biết thêm thông tin.,0,"2,50;3,50;1,50",216,0,0, [14]Về nhiệm vụ Token,,214,,
"{""options"":[{""optionType"":5,""value"":""20,1"",""guiderPoint"":0}]}","Thú cưng là bạn đồng hành tuyệt vời cho mọi người, hãy cố gắng bắt chúng và sử dụng chúng tốt. Thú cưng có thể giúp bạn chiến đấu, thu thập, trồng trọt và hòa hợp tốt với thú cưng của bạn.",0,"2,50;3,50;1,50",217,0,0, [16]Sử dụng thú cưng đúng cách,,211,,
"{""options"":[{""optionType"":3,""value"":""58,1"",""guiderPoint"":3401},{""optionType"":3,""value"":""62,1"",""guiderPoint"":3501},{""optionType"":3,""value"":""66,1"",""guiderPoint"":2101}]}",Hoàn thành nhiệm vụ mở khóa Thử thách Thu thập Cấp độ Nhập môn.,0,"3,117",218,0,0, [212]Thử thách thu thập cấp độ thấp,,214,,40001
"{""options"":[{""optionType"":3,""value"":""374,1"",""guiderPoint"":20205},{""optionType"":3,""value"":""375,1"",""guiderPoint"":20205},{""optionType"":3,""value"":""376,1"",""guiderPoint"":20205}]}",Hoàn thành nhiệm vụ mở khóa Thử thách Thu thập Cấp độ Trung cấp.,0,"3,117",219,0,0, [213]Thử thách thu thập cấp độ trung bình,,214,,40002
"{""options"":[{""optionType"":3,""value"":""380,1"",""guiderPoint"":30104},{""optionType"":3,""value"":""381,1"",""guiderPoint"":30104},{""optionType"":3,""value"":""382,1"",""guiderPoint"":30104}]}",Hoàn thành nhiệm vụ mở khóa Thử thách Thu thập Cấp độ Nâng cao.,0,"3,117",220,0,0, [214]Thử thách thu thập cấp độ cao,,214,,40003
"{""options"":[{""optionType"":2,""value"":""146,1"",""guiderPoint"":3601},{""optionType"":2,""value"":""147,1"",""guiderPoint"":3601},{""optionType"":2,""value"":""148,1"",""guiderPoint"":3601}]}",Hoàn thành nhiệm vụ mở khóa Thử thách Nông nghiệp Cấp độ Nhập môn.,0,"1,117",221,0,0, [215]Thử thách trồng trọt cấp độ thấp,,214,,50001
"{""options"":[{""optionType"":2,""value"":""413,1"",""guiderPoint"":3601},{""optionType"":2,""value"":""414,1"",""guiderPoint"":3601},{""optionType"":2,""value"":""415,1"",""guiderPoint"":3601}]}",Hoàn thành nhiệm vụ mở khóa Thử thách Nông nghiệp Cấp độ Trung cấp.,0,"1,117",222,0,0, [216]Thử thách trồng trọt cấp độ trung bình,,214,,50002
"{""options"":[{""optionType"":2,""value"":""614,1"",""guiderPoint"":3601},{""optionType"":2,""value"":""615,1"",""guiderPoint"":3601},{""optionType"":2,""value"":""616,1"",""guiderPoint"":3601}]}",Hoàn thành nhiệm vụ mở khóa Thử thách Nông nghiệp Cấp độ Nâng cao.,0,"1,117",223,0,0, [217]Thử thách trồng trọt cấp độ cao,,214,,50003
"{""options"":[{""optionType"":5,""value"":""23,1"",""guiderPoint"":30101}]}",Nhiệm vụ đối thoại.,0,"2,50;3,50;1,50",224,0,0, [218]Nhiệm vụ đối thoại,,,,
"{""options"":[{""optionType"":6,""value"":""30001,1,1"",""guiderPoint"":30103}]}",Nhiệm vụ hang động.,0,"2,50;3,50;1,50",225,0,0, [219]Nhiệm vụ hang động,,,,
"{""options"":[{""optionType"":7,""value"":""6,1"",""guiderPoint"":2101}]}",Nhiệm vụ bắt giữ.,0,"2,50;3,50;1,50",226,0,0, [220]Nhiệm vụ bắt giữ,,,,
