canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
4,1,"Bạn có thể nhận được mục này thông qua tổng hợp.
Khi trang bị, nó có thể cải thiện thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Một liềm tinh thể nhẹ nhàng và bền được làm từ vật liệu vàng. Nó cung cấp độ bám tuyệt vời và độ bền, cho phép người thu thập di chuyển tự do trên các địa hình khác nhau. 
",0,item-icon-331,331,"Áo thu thập sao cấp 6
","1,2,3,4,5",0,3,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Những đôi găng tay này lấp lánh với ánh sáng sao, mang lại khả năng vô song cho những người thu thập. Khi mặc chúng, đầu ngón tay của bạn trở nên nhanh nhẹn và nhạy bén, cho phép dễ dàng thu thập các nguồn tài nguyên quý giá khác nhau. Cho dù hái thuốc, khai thác quặng, hay thu thập cây quý hiếm, Găng tay Thu hoạch Ánh sáng sao sẽ là người bạn đồng hành trung thành nhất của bạn, giúp bạn tích lũy tài sản trong thế giới rộng lớn.
",0,item-icon-332,332,"Găng tay thu thập sao cấp 6
","1,2,3,4,5",0,3,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Những chiếc quần này được thiết kế đặc biệt cho những người thu thập, sử dụng công nghệ sợi tiên tiến để tạo ra một bộ trang phục nhẹ nhàng, thoải mái, thoáng khí và bền bỉ. Mẫu hoa văn sao tinh tế trên quần lấp lánh mềm mại, mang lại may mắn và cảm hứng cho những người thu thập. Nó được thiết kế để đáp ứng nhu cầu của những người thu thập, cung cấp không gian lưu trữ đầy đủ và hệ thống mang công cụ tiện lợi, giúp thu thập các nguồn tài nguyên quý giá khác nhau, cho dù là thu thập cây, khai thác quặng, hay bắt các loài động vật nhỏ. Khi mặc Quần Thu hoạch Ánh sáng sao, bạn trở thành một người thu thập tài năng, khám phá mọi góc cạnh của thế giới và thu hoạch những kho báu vô tận.
",0,item-icon-333,333,"Quần thu thập sao cấp 6
","1,2,3,4,5",0,3,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng rơi của việc thu thập tài nguyên cấp cao hơn
-------
Những đôi giày này được tiêm vào sức mạnh của ánh sáng sao, được thiết kế đặc biệt cho những người thu thập. Chúng nhẹ nhàng, thoải mái, có độ bám tuyệt vời và nhạy bén, cho phép những người thu thập di chuyển nhanh chóng trên các địa hình khác nhau. Các ký hiệu đặc biệt trên giày tăng cường khả năng nhận thức của người thu thập, làm cho việc phát hiện điểm tài nguyên quý giá dễ dàng hơn. Cho dù trong rừng rậm, núi đồi gồ ghề hay đồng bằng rộng lớn, Giày Thu hoạch Ánh sáng sao là người bạn đồng hành tốt nhất cho những người thu thập.
",0,item-icon-334,334,"Giày thu thập sao cấp 6
","1,2,3,4,5",0,3,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong trận đấu
-------
Đây là một búi tóc rực rỡ, tỏa sáng như vàng, phát ra một khí chất dũng cảm và sức mạnh. Nó đại diện cho tinh thần không thể khuất phục và quyết tâm vô tận của các chiến binh. Khi mặc nó, các chiến binh tỏa ra vẻ tráng lệ và sức mạnh không đối thủ trên chiến trường, trở thành nguồn nỗi sợ cho kẻ thù. Cho dù đối mặt với cuộc tấn công dữ dội của quái vật hoặc tham gia vào những trận đấu căng thẳng với người chơi khác, Búi tóc Chiến binh Vàng sẽ là biểu tượng vinh quang của bạn, làm bạn nổi bật trong trận đấu.
",0,item-icon-335,335,"Mũ chiến binh vàng cấp 4
","1,2,3,4",0,2,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong trận đấu
-------
Bộ áo này được thiết kế đặc biệt cho những chiến binh dũng cảm và gan dạ. Được dệt từ những sợi vàng chọn lọc, nó tỏa sáng đáng chú ý. Cung cấp khả năng phòng thủ và kháng cự xuất sắc, Áo Chiến binh Vàng cho phép chiến binh duy trì tư thế không thể khuất phục trong những trận đấu khốc liệt. Cho dù đối mặt với cuộc tấn công mạnh mẽ của đối thủ hoặc thể hiện quyền lực giữa đồng đội, Áo Chiến binh Vàng là sự lựa chọn tốt nhất cho các chiến binh.
",0,item-icon-336,336,"Áo chiến binh vàng cấp 4
","1,2,3,4",0,2,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong trận đấu
-------
Được chế tạo từ vàng nguyên chất, những đôi găng tay này lấp lánh với ánh sáng chói lọi. Chúng không chỉ cung cấp sự bảo vệ xuất sắc mà còn mang lại sức mạnh và sự linh hoạt không đối thủ cho chiến binh. Khi mặc Găng tay Chiến binh Vàng, bạn trở thành vua bất khả chiến bại trên chiến trường, không sợ hãi đối mặt với bất kỳ thách thức nào.
",0,item-icon-337,337,"Găng tay chiến binh vàng cấp 4
","1,2,3,4",0,2,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong trận đấu
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm, những chiếc quần này được dệt từ sợi kim cương hiệu suất cao. Chúng cung cấp khả năng phòng thủ và tính linh hoạt xuất sắc, cho phép chiến binh duy trì ưu thế trong những trận đấu khốc liệt. Cho dù đối mặt với cuộc tấn công dữ dội của kẻ thù hoặc những đòn né nhanh, Quần Chiến binh Vàng cung cấp sự bảo vệ đáng tin cậy và tự do di chuyển cho chiến binh, khiến họ trở nên không sợ hãi trên chiến trường.
",0,item-icon-338,338,"Quần chiến binh vàng cấp 4
","1,2,3,4",0,2,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Tăng khả năng sống sót trong trận đấu
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm, những đôi giày này được làm từ vật liệu kim cương chắc chắn, được trang trí bằng những viên đá quý lấp lánh tỏa sáng. Chúng không chỉ cung cấp sự bảo vệ và thoải mái xuất sắc mà còn mang lại tốc độ và sự linh hoạt không đối thủ cho chiến binh. Khi mặc Giày Chiến binh Vàng, bạn sẽ nhanh như gió trên chiến trường, không sợ hãi bất cứ điều gì.
",0,item-icon-339,339,"Giày chiến binh vàng cấp 4
","1,2,3,4",0,2,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Đây là một bó tóc rực rỡ, tỏa sáng như sao, tượng trưng cho danh dự và sự giàu có của những người nông dân. Những người nông dân mặc nó sẽ có thêm năng suất nông nghiệp, cho phép cây trồng của họ phát triển mạnh mẽ, dẫn đến những vụ thu hoạch không giới hạn. Đây là biểu tượng của niềm tự hào cho những người nông dân, tượng trưng cho công việc chăm chỉ của họ.
",0,item-icon-340,340,"Mũ chiến binh kim cương cấp 5
","1,2,3,4,5",0,2,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho chủ trang trại yêu thích cánh đồng, nó được làm từ lụa vàng chất lượng cao, nhẹ nhàng và bền bỉ, cho phép di chuyển tự do qua cánh đồng. Cung cấp khả năng phòng thủ xuất sắc, nó cũng mang lại cảm giác trang nghiêm và quý phái cho những người nông dân. Cho dù cày, gieo hạt, hay thu hoạch, Áo Nông dân Vàng là người bạn đồng hành đáng tin cậy nhất của bạn.
",0,item-icon-341,341,"Áo chiến binh kim cương cấp 5
","1,2,3,4,5",0,2,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho chủ trang trại, được làm từ vàng, những đôi găng tay này cung cấp độ bền và sự thoải mái xuất sắc, cho phép người nông dân trải nghiệm sự khéo léo và chính xác không đối thủ trong quá trình cày xới và thu hoạch. Cho dù trong mùa gieo hạt hay mùa thu hoạch, Găng tay Nông dân Vàng là người bạn đồng hành đáng tin cậy nhất cho chủ trang trại.
",0,item-icon-342,342,"Găng tay chiến binh kim cương cấp 5
","1,2,3,4,5",0,2,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho chủ trang trại, được làm từ sợi kim cương chất lượng cao, những chiếc quần này nhẹ nhàng và thoải mái. Chúng cung cấp độ bền và khả năng bảo vệ xuất sắc, cho phép chủ trang trại làm việc vui vẻ trên cánh đồng. Cho dù cày, gieo hạt, hay thu hoạch, những chiếc quần này cung cấp tính linh hoạt và bảo vệ tốt nhất, khiến bạn trở thành người chủ trang trại thực sự.
",0,item-icon-343,343,"Quần chiến binh kim cương cấp 5
","1,2,3,4,5",0,2,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho chủ trang trại và được làm từ vật liệu vàng chất lượng cao, những đôi giày này nhẹ nhàng, thoải mái, bền bỉ và chống trượt, cho phép chủ trang trại đi bước chắc chắn và tự tin trên cánh đồng. Đế giày được gia cố để ngăn chặn các vật nhọn xuyên qua và cung cấp độ bám tuyệt vời, đảm bảo ổn định trên các địa hình ẩm ướt, trơn trượt. Những đôi giày này cũng đi kèm với một số viên kim cương ẩn, phản ánh gu thẩm mỹ độc đáo và thành công của chủ trang trại. Cho dù cày, thu hoạch hay chăm sóc cây trồng, Giày Nông dân Kim cương là công cụ không thể thiếu.
",0,item-icon-344,344,"Giày chiến binh kim cương cấp 5
","1,2,3,4,5",0,2,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Đây là một mái tóc lấp lánh, thiết kế độc quyền cho các Chiến binh Ánh sáng. Nó tỏa sáng với những màu sắc sao, cho phép chiến binh tỏa sáng với vẻ tráng lệ và sức mạnh không đối thủ trong trận đấu. Cấu trúc tóc mềm mại và thoải mái, có khả năng bảo vệ đầu của chiến binh khỏi tổn thương. Cho dù trong trận chiến căng thẳng hay những cánh đồng yên bình, Tóc Chiến binh Ánh sáng là nguồn tự hào cho các chiến binh.
",0,item-icon-345,345,Mũ chiến binh sao cấp 6,"1,2,3,4,5",0,2,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm, áo này được truyền sức mạnh của ánh sáng sao. Nó cung cấp khả năng phòng thủ và bảo vệ xuất sắc, cho phép chiến binh đứng vững trong những trận đấu khốc liệt. Cho dù đối mặt với những đòn đánh mạnh từ kiếm hoặc tấn công từ xa bằng mũi tên, Áo Chiến binh Ánh sáng sao cung cấp áo giáp đáng tin cậy, khiến chiến binh tỏa sáng trên chiến trường.
",0,item-icon-346,346,"Áo Chiến Binh Sao 6 cấp 
","1,2,3,4,5",0,2,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Phát ra ánh sáng lấp lánh, những đôi găng tay này cung cấp sự bảo vệ mạnh mẽ cho tay của chiến binh. Được chế tạo từ vật liệu chắc chắn, chúng có thể chịu được các cuộc tấn công của kẻ thù trong khi mang lại sức mạnh và sự linh hoạt lớn hơn cho chiến binh. Cho dù sử dụng kiếm, búa hay cung và mũi tên, Găng tay Chiến binh Ánh sáng sao giúp chiến binh duy trì cầm nắm ổn định và tấn công chính xác. Mặc những đôi găng tay này, chiến binh sẽ trở thành ngôi sao thực sự trên chiến trường, không ai sánh bằng.
",0,item-icon-347,347,"Găng tay Chiến Binh Sao 6 cấp 
","1,2,3,4,5",0,2,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Tiêm vào sức mạnh của ánh sáng sao, những chiếc quần này cung cấp khả năng phòng thủ và tính linh hoạt xuất sắc, cho phép chiến binh duy trì ưu thế trong những trận đấu khốc liệt. Cho dù né nhanh hay tấn công mạnh mẽ, những chiếc quần này cung cấp sự bảo vệ đáng tin cậy và tự do di chuyển cho chiến binh, khiến họ trở nên lấp lánh nhất trong ánh sáng sao.
",0,item-icon-348,348,"Quần Chiến Binh Sao 6 cấp 
","1,2,3,4,5",0,2,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm, những đôi giày này được làm từ vật liệu kim cương chắc chắn, cung cấp khả năng bảo vệ và tính linh hoạt xuất sắc. Các mẫu hoa văn đặc biệt trên giày tăng cường tốc độ di chuyển của chiến binh, giúp họ linh hoạt hơn trong trận đấu. Cho dù đuổi theo kẻ thù hay né tránh các cuộc tấn công, Giày Chiến binh Kim cương là thiết bị không thể thiếu. Khi mặc chúng, chiến binh sẽ thể hiện sức mạnh và tốc độ không đối thủ trên chiến trường.
",0,item-icon-349,349,"Giày Chiến Binh Sao 6 cấp 
","1,2,3,4,5",0,2,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Đây là một bó tóc lấp lánh, tỏa sáng như kim cương, phát ra một năng lượng chiến đấu mạnh mẽ. Bó tóc này đại diện cho sự dũng cảm và sức mạnh của các chiến binh. Mỗi sợi tóc đều tràn đầy sự đam mê của trận chiến, mang lại sức mạnh và bảo vệ bổ sung cho các chiến binh. Chiến binh mặc bó tóc này trở nên bất khả chiến bại trên chiến trường, gieo sợ hãi vào trái tim kẻ thù.
",0,item-icon-350,350,"Mũ Nông Dân Vàng cấp 4 
","1,2,3,4",0,1,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm, áo này được dệt từ sợi kim cương bền chặt. Nó cung cấp khả năng phòng thủ xuất sắc và kháng cự chống lại những cuộc tấn công chết người từ kẻ thù. Cho dù đối mặt với hơi thở lửa của rồng hay lời nguyền ác của quỷ, Áo Chiến binh Kim cương bảo vệ chiến binh khỏi tổn thương. Khi mặc nó, bạn trở thành một lực lượng bất khả chiến bại trên chiến trường.
",0,item-icon-351,351,"Áo Nông Dân Vàng cấp 4 
","1,2,3,4",0,1,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được chế tạo từ vật liệu kim cương quý hiếm, những đôi găng tay này lấp lánh với ánh sáng chói lọi. Chúng không chỉ cung cấp sự bảo vệ xuất sắc mà còn mang lại sức mạnh tấn công không đối thủ cho chiến binh, cho phép họ trở thành người chiến thắng trên chiến trường. Những đôi găng tay được khắc các ký hiệu cổ xưa, trao cho người mang những sức mạnh bí ẩn, khiến họ trở thành một hiện thân không thể nhầm lẫn trong trận đấu. Cho dù phòng thủ trước cuộc tấn công của kẻ thù hay tiến hành những đòn tấn công tàn phá, Găng tay Chiến binh Kim cương là sự lựa chọn tốt nhất cho các chiến binh.
",0,item-icon-352,352,"Găng tay Nông Dân Vàng cấp 4 
","1,2,3,4",0,1,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm, những chiếc quần này được làm từ sợi kim cương chất lượng cao. Chúng nhẹ nhàng và thoải mái, cung cấp khả năng phòng thủ và tính linh hoạt xuất sắc, cho phép chiến binh duy trì sự linh hoạt vượt trội trong những trận đấu khốc liệt. Cho dù đối mặt với cuộc tấn công dữ dội từ kẻ thù hay những đòn né nhanh, Quần Chiến binh Kim cương cung cấp sự bảo vệ đáng tin cậy và tự do di chuyển cho chiến binh, khiến họ trở nên không sợ hãi trên chiến trường.
",0,item-icon-353,353,"Quần Nông Dân Vàng cấp 4 
","1,2,3,4",0,1,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những chiến binh dũng cảm và chủ trang trại, những đôi giày này được làm từ vật liệu kim cương chắc chắn, cung cấp sự bảo vệ và tính linh hoạt xuất sắc. Các mẫu hoa văn đặc biệt trên giày tăng cường tốc độ di chuyển của chiến binh, giúp họ linh hoạt hơn trong trận đấu. Cho dù đuổi theo kẻ thù hay né tránh các cuộc tấn công, Giày Chiến binh Kim cương là công cụ không thể thiếu. Khi mặc chúng, chiến binh sẽ thể hiện sức mạnh và tốc độ không đối thủ trên chiến trường.
",0,item-icon-354,354,"Giày Nông Dân Vàng cấp 4 
","1,2,3,4",0,1,999,0,1,4,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Đây là một bó tóc lấp lánh, tỏa sáng như kim cương, tượng trưng cho danh dự và sự giàu có của những người nông dân. Những người nông dân mặc nó sẽ có thêm năng suất nông nghiệp, cho phép cây trồng của họ phát triển mạnh mẽ, dẫn đến những vụ thu hoạch không giới hạn. Đây là biểu tượng của niềm tự hào cho những người nông dân, tượng trưng cho công việc chăm chỉ của họ.
",0,item-icon-355,355,"Mũ Nông Dân Kim Cương cấp 5 
","1,2,3,4,5",0,1,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những người yêu thích cuộc sống nông nghiệp, áo này được làm từ sợi kim cương chất lượng cao, nhẹ nhàng, thoáng khí và bền bỉ. Áo cung cấp khả năng phòng thủ xuất sắc và có tính chống ẩm, đảm bảo bạn luôn khô ráo và thoải mái trong quá trình làm việc trên cánh đồng. Cho dù cày, gieo hạt hay thu hoạch, Áo Nông dân Kim cương là người bạn đồng hành đáng tin cậy nhất của bạn.
",0,item-icon-356,356,"Áo Nông Dân Kim Cương cấp 5 
","1,2,3,4,5",0,1,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được tiêm vào sức mạnh của ánh sáng sao và thiết kế đặc biệt cho những người nông dân, áo này cung cấp khả năng phòng thủ và bảo vệ xuất sắc, cho phép người nông dân đứng vững trong những trận đấu khốc liệt. Cho dù đối mặt với cuộc tấn công mạnh mẽ từ kẻ thù hay những đòn né nhanh, Áo Nông dân Kim cương bảo vệ người nông dân khỏi tổn thương. Khi mặc nó, bạn trở thành một lực lượng bất khả chiến bại trên chiến trường.
",0,item-icon-357,357,"Găng tay Nông Dân Kim Cương cấp 5 
","1,2,3,4,5",0,1,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được chế tạo từ vật liệu kim cương quý hiếm, những đôi găng tay này lấp lánh với ánh sáng chói lọi. Chúng không chỉ cung cấp sự bảo vệ xuất sắc mà còn mang lại sức mạnh tấn công không đối thủ cho người nông dân, cho phép họ trở thành người chiến thắng trên chiến trường. Những đôi găng tay được khắc các ký hiệu cổ xưa, trao cho người mang những sức mạnh bí ẩn, khiến họ trở thành một hiện thân không thể nhầm lẫn trong trận đấu. Cho dù phòng thủ trước cuộc tấn công của kẻ thù hay tiến hành những đòn tấn công tàn phá, Găng tay Nông dân Kim cương là sự lựa chọn tốt nhất cho người nông dân.
",0,item-icon-358,358,"Quần Nông Dân Kim Cương cấp 5 
","1,2,3,4,5",0,1,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những người yêu thích cuộc sống nông nghiệp, những chiếc quần này được làm từ vật liệu kim cương chất lượng cao. Chúng nhẹ nhàng và thoải mái, cung cấp khả năng phòng thủ và tính linh hoạt xuất sắc, cho phép người nông dân duy trì sự linh hoạt vượt trội trong những trận đấu khốc liệt. Cho dù đối mặt với cuộc tấn công dữ dội từ kẻ thù hay những đòn né nhanh, Quần Nông dân Kim cương cung cấp sự bảo vệ đáng tin cậy và tự do di chuyển cho người nông dân, khiến họ trở nên không sợ hãi trên chiến trường.
",0,item-icon-359,359,"Giày Nông Dân Kim Cương cấp 5 
","1,2,3,4,5",0,1,999,0,1,5,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Đây là một bó tóc lấp lánh, tỏa sáng như kim cương, phát ra một năng lượng chiến đấu mạnh mẽ. Bó tóc này đại diện cho sự dũng cảm và sức mạnh của người nông dân. Mỗi sợi tóc đều tràn đầy sự đam mê của trận chiến, mang lại sức mạnh và bảo vệ bổ sung cho người nông dân. Người mang bó tóc này trở thành một lực lượng bất khả chiến bại trên chiến trường, gieo sợ hãi vào trái tim kẻ thù.
",0,item-icon-360,360,"Mũ Nông Dân Sao 6 cấp 
","1,2,3,4,5",0,1,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Làm cho cây trồng của bạn ít bị héo úa
-------
Được thiết kế đặc biệt cho những người yêu thích cuộc sống nông nghiệp, áo này được làm từ sợi kim cương chất lượng cao, nhẹ nhàng và thoáng khí, đảm bảo bạn luôn khô ráo và thoải mái trong quá trình làm việc tr",0,item-icon-361,361,"Áo Nông Dân Sao 6 cấp 
","1,2,3,4,5",0,1,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Được truyền sức mạnh từ ánh sáng sao và được thiết kế đặc biệt cho người nông dân, găng tay này mang lại sự bảo vệ và sự linh hoạt tuyệt vời, cho phép người nông dân dễ dàng trồng trọt trong cánh đồng. Các hoa văn tinh tế trên găng tay tăng cường cảm giác xúc giác của người nông dân, giúp họ vận hành cuốc và chải cỏ chính xác hơn, tạo ra những cảnh quan nông trại đẹp mắt. Dù là cày, gieo, hay thu hoạch, găng tay Nông dân Ánh sáng là người bạn đáng tin cậy nhất của người nông dân.
",0,item-icon-362,362,"Găng tay Nông Dân Sao 6 cấp 
","1,2,3,4,5",0,1,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Được thiết kế riêng cho người nông dân và được làm từ chất liệu mềm mại, thoải mái, quần này có độ bền và khả năng thoáng khí tuyệt vời, giúp người nông dân thoải mái và linh hoạt trong công việc nông trại bận rộn. Hoa văn tinh tế ánh sáng sao trên quần tượng trưng cho sự cần cù và hy vọng của người nông dân, mang lại may mắn và mùa màng bội thu cho họ. Dù là trồng trọt, gieo hạt, hay thu hoạch, quần này là đối tác đáng tin cậy nhất của người nông dân.
",0,item-icon-363,363,"Quần Nông Dân Sao 6 cấp 
","1,2,3,4,5",0,1,999,0,1,6,1
4,1,"Bạn có thể thu được mục này thông qua tổng hợp.
Khi trang bị, nó có thể tăng cường thuộc tính. Giúp cây trồng của bạn ít bị héo úa hơn.
-------
Được thiết kế đặc biệt cho người nông dân và được chế tạo từ chất liệu nhẹ, bền. Giày này có độ bám tốt, đảm bảo sự ổn định cho người nông dân khi đi trong cánh đồng. Hoa văn tinh tế ánh sáng sao trên giày tượng trưng cho sự khôn ngoan và cần cù của người nông dân. Dù là trồng trọt, gieo hạt, hay thu hoạch, đôi giày này mang lại sự thoải mái và bảo vệ, để lại dấu chân của người nông dân trên cánh đồng.
",0,item-icon-364,364,"Giày Nông Dân Sao 6 cấp 
","1,2,3,4,5",0,1,999,0,1,6,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Xương cứng! Có thể đến từ một loại hữu cơ nào đó
",0,item-icon-365,365,"Xương Bền 
",1,0,2,4,1,4,4,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Thực vật? Động vật? Hay cái gì đó ở giữa?
",0,item-icon-366,366,"Đầu trứng 
",1,0,2,4,1,4,4,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Không trông giống như được chặt trực tiếp từ cây, mà giống như mũi của một người tuyết
",0,item-icon-367,367,"Gỗ Tinh Xảo 
",1,0,2,4,1,4,4,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Xương cứng! Nó cũng sáng lên!
",0,item-icon-368,368,"Xương Sáng 
",1,0,2,5,1,4,5,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Trông hơi đáng sợ...
",0,item-icon-369,369,"Mắt Quái Vật Khổng Lồ 
",1,0,2,5,1,4,5,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Một cặp cánh tinh tế, không thể cưỡng lại
",0,item-icon-370,370,"Cánh Tiên 
",1,0,2,5,1,4,5,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Nó trông giống như một quả bóng, tròn tròn
",0,item-icon-371,371,"Vỏ Rùa Pha Lê 
",1,0,2,6,1,4,6,1
"1,3,4",1,"Giết quái vật cùng cấp có thể nhận được mục này.
Nó có thể được sử dụng để chế tạo trang bị hoặc vật phẩm.
-------
Không cần đèn vào ban đêm
",0,item-icon-372,372,"Ánh Sáng Lửa 
",1,0,2,6,1,4,6,1
